"No","FXY","ElementName_E","CodeFigure","EntryName_E","EntryName_sub1_E","EntryName_sub2_E","Note_E","Status"
3290,"021069","SST product confidence data",,"10-18   Dual view SST retrieval used 3.7 micron channel (one bit per 10-arcmin cell)",,,,"Operational"
3291,"021070","SST product confidence data (SADIST-2)","10","Cell 1: dual view SST used 3.7 micron channel",,,,"Operational"
3292,"021070","SST product confidence data (SADIST-2)","11","Cell 2: dual view SST used 3.7 micron channel",,,,"Operational"
3293,"021070","SST product confidence data (SADIST-2)","12","Cell 3: dual view SST used 3.7 micron channel",,,,"Operational"
3294,"021070","SST product confidence data (SADIST-2)","13","Cell 4: dual view SST used 3.7 micron channel",,,,"Operational"
3295,"021070","SST product confidence data (SADIST-2)","14","Cell 5: dual view SST used 3.7 micron channel",,,,"Operational"
3296,"021070","SST product confidence data (SADIST-2)","15","Cell 6: dual view SST used 3.7 micron channel",,,,"Operational"
3297,"021070","SST product confidence data (SADIST-2)","16","Cell 7: dual view SST used 3.7 micron channel",,,,"Operational"
3298,"021070","SST product confidence data (SADIST-2)","17","Cell 8: dual view SST used 3.7 micron channel",,,,"Operational"
3299,"021070","SST product confidence data (SADIST-2)","18","Cell 9: dual view SST used 3.7 micron channel",,,,"Operational"
3300,"021070","SST product confidence data (SADIST-2)","19","Nadir view contains day-time data (night if zero)",,,,"Operational"
3301,"021070","SST product confidence data (SADIST-2)","20","Forward view contains day-time data (night if zero)",,,,"Operational"
3302,"021070","SST product confidence data (SADIST-2)","21","Record contains contributions from instrument scans acquired when ERS platform not in yaw-steering mode",,,,"Operational"
3303,"021070","SST product confidence data (SADIST-2)","22","Record contains contributions from instrument scans for which product confidence data show quality is poor or unknown",,,,"Operational"
3304,"021070","SST product confidence data (SADIST-2)","All 23","Missing value",,,,"Operational"
3305,"021072","Satellite altimeter calibration status","1","Height error correction applied instead of open loop calibration",,,,"Operational"
3306,"021072","Satellite altimeter calibration status","2","Microwave sounder used for troposphere correction",,,,"Operational"
3307,"021072","Satellite altimeter calibration status","3","AGC output correction applied instead of open loop calibration",,,,"Operational"
3308,"021072","Satellite altimeter calibration status","All 4","Missing value",,,,"Operational"
3309,"021073","Satellite altimeter instrument mode","1","Blank data record",,,,"Operational"
3310,"021073","Satellite altimeter instrument mode","2","Test",,,,"Operational"
3311,"021073","Satellite altimeter instrument mode","3","Calibration (closed loop)",,,,"Operational"
3312,"021073","Satellite altimeter instrument mode","4","BITE",,,,"Operational"
3313,"021073","Satellite altimeter instrument mode","5","Acquisition on ice",,,,"Operational"
3314,"021073","Satellite altimeter instrument mode","6","Acquisition on ocean",,,,"Operational"
3315,"021073","Satellite altimeter instrument mode","7","Tracking on ice",,,,"Operational"
3316,"021073","Satellite altimeter instrument mode","8","Tracking on ocean",,,,"Operational"
3317,"021073","Satellite altimeter instrument mode","All 9","Missing value",,,,"Operational"
3318,"021076","Representation of intensities","0","Linear",,,,"Operational"
3319,"021076","Representation of intensities","1","Logarithmic (base e)",,,,"Operational"
3320,"021076","Representation of intensities","2","Logarithmic (base 10)",,,,"Operational"
3321,"021076","Representation of intensities","3-6","Reserved",,,,"Operational"
3322,"021076","Representation of intensities","7","Missing value",,,,"Operational"
3323,"021109","SEAWINDS wind vector cell quality","1","Not enough good sigma-0 available for wind retrieval",,,,"Operational"
3324,"021109","SEAWINDS wind vector cell quality","2","Poor azimuth diversity among sigma-0 for wind retrieval",,,,"Operational"
3325,"021109","SEAWINDS wind vector cell quality","3-7","Reserved",,,,"Operational"
3326,"021109","SEAWINDS wind vector cell quality","8","Some portion of wind vector cell is over land",,,,"Operational"
3327,"021109","SEAWINDS wind vector cell quality","9","Some portion of wind vector cell is over ice",,,,"Operational"
3328,"021109","SEAWINDS wind vector cell quality","10","Wind retrieval not performed for wind vector cell",,,,"Operational"
3329,"021109","SEAWINDS wind vector cell quality","11","Reported wind speed is greater than 30 m s-1",,,,"Operational"
3330,"021109","SEAWINDS wind vector cell quality","12","Reported wind speed is less than or equal to 3 m s-1",,,,"Operational"
3331,"021109","SEAWINDS wind vector cell quality","13-16","Reserved",,,,"Operational"
3332,"021109","SEAWINDS wind vector cell quality","All 17","Missing value",,,,"Operational"
3333,"021115","SEAWINDS sigma-0 quality","1","Sigma-0 measurement is not usable",,,,"Operational"
3334,"021115","SEAWINDS sigma-0 quality","2","Signal to noise ratio is low",,,,"Operational"
3335,"021115","SEAWINDS sigma-0 quality","3","Sigma-0 is negative",,,,"Operational"
3336,"021115","SEAWINDS sigma-0 quality","4","Sigma-0 is outside of acceptable range",,,,"Operational"
3337,"021115","SEAWINDS sigma-0 quality","5","Scatterometer pulse quality is not acceptable",,,,"Operational"
3338,"021115","SEAWINDS sigma-0 quality","6","Sigma-0 cell location algorithm does not converge",,,,"Operational"
3339,"021115","SEAWINDS sigma-0 quality","7","Frequency shift lies beyond the range of the x factor table",,,,"Operational"
3340,"021115","SEAWINDS sigma-0 quality","8","Spacecraft temperature is beyond calibration coefficient range",,,,"Operational"
3341,"021115","SEAWINDS sigma-0 quality","9","No applicable altitude records were found for this sigma-0",,,,"Operational"
3342,"021115","SEAWINDS sigma-0 quality","10","Interpolated ephemeris data are not acceptable for this sigma-0",,,,"Operational"
3343,"021115","SEAWINDS sigma-0 quality","11-16","Reserved",,,,"Operational"
3344,"021115","SEAWINDS sigma-0 quality","All 17","Missing value",,,,"Operational"
3345,"021116","SEAWINDS sigma-0 mode","1","Calibration/measurement pulse flag (1)",,,,"Operational"
3346,"021116","SEAWINDS sigma-0 mode","2","Calibration/measurement pulse flag (2)",,,,"Operational"
3347,"021116","SEAWINDS sigma-0 mode","3","Outer antenna beam",,,,"Operational"
3348,"021116","SEAWINDS sigma-0 mode","4","Sigma-0 cell is aft of spacecraft",,,,"Operational"
3349,"021116","SEAWINDS sigma-0 mode","5","Current mode (1)",,,,"Operational"
3350,"021116","SEAWINDS sigma-0 mode","6","Current mode (2)",,,,"Operational"
3351,"021116","SEAWINDS sigma-0 mode","7","Effective gate width - slice resolution (1)",,,,"Operational"
3352,"021116","SEAWINDS sigma-0 mode","8","Effective gate width - slice resolution (2)",,,,"Operational"
3353,"021116","SEAWINDS sigma-0 mode","9","Effective gate width - slice resolution (3)",,,,"Operational"
3354,"021116","SEAWINDS sigma-0 mode","10","Low resolution mode - whole pulse data",,,,"Operational"
3355,"021116","SEAWINDS sigma-0 mode","11","Scatterometer electronic subsystem B",,,,"Operational"
3356,"021116","SEAWINDS sigma-0 mode","12","Alternate spin rate - 19.8 rpm",,,,"Operational"
3357,"021116","SEAWINDS sigma-0 mode","13","Receiver protection on",,,,"Operational"
3358,"021116","SEAWINDS sigma-0 mode","14","Slices per composite flag (1)",,,,"Operational"
3359,"021116","SEAWINDS sigma-0 mode","15","Slices per composite flag (2)",,,,"Operational"
3360,"021116","SEAWINDS sigma-0 mode","16","Slices per composite flag (3)",,,,"Operational"
3361,"021116","SEAWINDS sigma-0 mode","All 17","Missing value",,,,"Operational"
3362,"021119","Wind scatterometer geophysical model function","0","Reserved",,,,"Operational"
3363,"021119","Wind scatterometer geophysical model function","1","SASS",,,,"Operational"
3364,"021119","Wind scatterometer geophysical model function","2","SASS2",,,,"Operational"
3365,"021119","Wind scatterometer geophysical model function","3","NSCAT0",,,,"Operational"
3366,"021119","Wind scatterometer geophysical model function","4","NSCAT1",,,,"Operational"
3367,"021119","Wind scatterometer geophysical model function","5","NSCAT2",,,,"Operational"
3368,"021119","Wind scatterometer geophysical model function","6","QSCAT0",,,,"Operational"
3369,"021119","Wind scatterometer geophysical model function","7","QSCAT1",,,,"Operational"
3370,"021119","Wind scatterometer geophysical model function","8-30","Reserved",,,,"Operational"
3371,"021119","Wind scatterometer geophysical model function","31","CMOD1",,,,"Operational"
3372,"021119","Wind scatterometer geophysical model function","32","CMOD2",,,,"Operational"
3373,"021119","Wind scatterometer geophysical model function","33","CMOD3",,,,"Operational"
3374,"021119","Wind scatterometer geophysical model function","34","CMOD4",,,,"Operational"
3375,"021119","Wind scatterometer geophysical model function","35","CMOD5",,,,"Operational"
3376,"021119","Wind scatterometer geophysical model function","36-62","Reserved",,,,"Operational"
3377,"021119","Wind scatterometer geophysical model function","63","Missing value",,,,"Operational"
3378,"021144","Altimeter rain flag","1","Rain",,,,"Operational"
3379,"021144","Altimeter rain flag","All 2","Missing value",,,,"Operational"
3380,"021150","Beam co-location","0","Data from single ground station (no co-location)",,,,"Operational"
3381,"021150","Beam co-location","1","Data from multiple ground station (co-located data)",,,,"Operational"
3382,"021150","Beam co-location","2","Reserved",,,,"Operational"
3383,"021150","Beam co-location","3","Missing value",,,,"Operational"
3384,"021155","Wind vector cell quality","1","Not enough good sigma-0 available for wind retrieval",,,,"Operational"
3385,"021155","Wind vector cell quality","2","Poor azimuth diversity among sigma-0 for wind retrieval",,,,"Operational"
3386,"021155","Wind vector cell quality","3","Any beam noise content above threshold",,,,"Operational"
3387,"021155","Wind vector cell quality","4","Product monitoring not used",,,,"Operational"
3388,"021155","Wind vector cell quality","5","Product monitoring flag",,,,"Operational"
3389,"021155","Wind vector cell quality","6","KNMI quality control fails",,,,"Operational"
3390,"021155","Wind vector cell quality","7","Variational quality control fails",,,,"Operational"
3391,"021155","Wind vector cell quality","8","Some portion of wind vector cell is over land",,,,"Operational"
3392,"021155","Wind vector cell quality","9","Some portion of wind vector cell is over ice",,,,"Operational"
3393,"021155","Wind vector cell quality","10","Wind retrieval not performed for wind vector cell",,,,"Operational"
3394,"021155","Wind vector cell quality","11","Reported wind speed is greater than 30 m/s",,,,"Operational"
3395,"021155","Wind vector cell quality","12","Reported wind speed is less than or equal to 3 m/s",,,,"Operational"
3396,"021155","Wind vector cell quality","13","Rain flag for the wind vector cell is not usable",,,,"Operational"
3397,"021155","Wind vector cell quality","14","Rain flag algorithm detects rain",,,,"Operational"
3398,"021155","Wind vector cell quality","15","No meteorological background used",,,,"Operational"
3399,"021155","Wind vector cell quality","16","Data are redundant",,,,"Operational"
3400,"021155","Wind vector cell quality","17-23","Reserved",,,,"Operational"
3401,"021155","Wind vector cell quality","All 24","Missing value",,,,"Operational"
3402,"021158","ASCAT KP quality estimate","0","Acceptable",,,,"Operational"
3403,"021158","ASCAT KP quality estimate","1","Not acceptable",,,,"Operational"
3404,"021158","ASCAT KP quality estimate","2","Reserved",,,,"Operational"
3405,"021158","ASCAT KP quality estimate","3","Missing value",,,,"Operational"
3406,"021159","ASCAT sigma-0 usability","0","Good",,,,"Operational"
3407,"021159","ASCAT sigma-0 usability","1","Usable",,,,"Operational"
3408,"021159","ASCAT sigma-0 usability","2","Bad",,,,"Operational"
3409,"021159","ASCAT sigma-0 usability","3","Missing value",,,,"Operational"
3410,"021169","Ice presence indicator","0","No ice present",,,,"Operational"
3411,"021169","Ice presence indicator","1","Ice present",,,,"Operational"
3412,"021169","Ice presence indicator","2","Reserved",,,,"Operational"
3413,"021169","Ice presence indicator","3","Missing value",,,,"Operational"
3414,"022056","Direction of profile","0","Upwards profile",,,,"Operational"
3415,"022056","Direction of profile","1","Downwards profile",,,,"Operational"
3416,"022056","Direction of profile","2","Horizontal",,,,"Operational"
3417,"022056","Direction of profile","3","Missing value",,,,"Operational"
3418,"022060","Lagrangian drifter drogue status","0","Drogue is detached",,,,"Operational"
3419,"022060","Lagrangian drifter drogue status","1","Drogue is attached",,,,"Operational"
3420,"022060","Lagrangian drifter drogue status","2","Drogue status unknown",,,,"Operational"
3421,"022060","Lagrangian drifter drogue status","3-6","Reserved",,,,"Operational"
3422,"022060","Lagrangian drifter drogue status","7","Missing value",,,,"Operational"
3423,"022061","State of the sea","0","Calm (glassy)","0",,,"Operational"
3424,"022061","State of the sea","1","Calm (rippled)","0 - 0.1",,,"Operational"
3425,"022061","State of the sea","2","Smooth (wavelets)","0.1 - 0.5",,,"Operational"
3426,"022061","State of the sea","3","Slight","0.5 - 1.25",,,"Operational"
3427,"022061","State of the sea","4","Moderate","1.25 - 2.5",,,"Operational"
3428,"022061","State of the sea","5","Rough","2.5 - 4",,,"Operational"
3429,"022061","State of the sea","6","Very rough","4 - 6",,,"Operational"
3430,"022061","State of the sea","7","High","6 - 9",,,"Operational"
3431,"022061","State of the sea","8","Very high","9 - 14",,,"Operational"
3432,"022061","State of the sea","9","Phenomenal","Over 14",,,"Operational"
3433,"022061","State of the sea","10-14","Reserved",,,,"Operational"
3434,"022061","State of the sea","15","Missing value",,,,"Operational"
3435,"022067","Instrument type for water temperature profile measurement",,,,,,"Operational"
3436,"022068","Water temperature profile recorder types",,,,,,"Operational"
3437,"022120","Tide station automated water level check","0","Good data",,,,"Operational"
3438,"022120","Tide station automated water level check","1","Maximum (high) water level limit exceeded",,,,"Operational"
3439,"022120","Tide station automated water level check","2","Minimum (low) water level limit exceeded",,,,"Operational"
3440,"022120","Tide station automated water level check","3","Rate of change limit for water level exceeded",,,,"Operational"
3441,"022120","Tide station automated water level check","4","Flat limit for water level exceeded",,,,"Operational"
3442,"022120","Tide station automated water level check","5","Observed minus predicted water level value limit exceeded",,,,"Operational"
3443,"022120","Tide station automated water level check","6","Observed value from primary water level sensor minus backup water level sensor",,,,"Operational"
3444,"022120","Tide station automated water level check","7","Value exceeded specified tolerance from expected value",,,,"Operational"
3445,"022120","Tide station automated water level check","8","Water level QA parameter (sigmas and/or outliers) limits exceeded",,,,"Operational"
3446,"022120","Tide station automated water level check","9","Sea temperature outside of expected range",,,,"Operational"
3447,"022120","Tide station automated water level check","10","Multiple QC checks (above) failed",,,,"Operational"
3448,"022120","Tide station automated water level check","11","No automated water level checks performed",,,,"Operational"
3449,"022120","Tide station automated water level check","12-30","Reserved",,,,"Operational"
3450,"022120","Tide station automated water level check","31","Missing value",,,,"Operational"
3451,"022121","Tide station manual water level check","0","Operational",,,,"Operational"
3452,"022121","Tide station manual water level check","1","Possible clogging problem or otherwise degraded water level data",,,,"Operational"
3453,"022121","Tide station manual water level check","2","Possible datum shift",,,,"Operational"
3454,"022121","Tide station manual water level check","3","Unknown status of water level sensor",,,,"Operational"
3455,"022121","Tide station manual water level check","4","Suspected or known sea temperature sensor problem",,,,"Operational"
3456,"022121","Tide station manual water level check","5","Multiple possible problems (above)",,,,"Operational"
3457,"022121","Tide station manual water level check","6","Bad data - DO NOT DISSEMINATE!",,,,"Operational"
3458,"022121","Tide station manual water level check","7","No manual water level checks performed",,,,"Operational"
3459,"022121","Tide station manual water level check","8-30","Reserved",,,,"Operational"
3460,"022121","Tide station manual water level check","31","Missing value",,,,"Operational"
3461,"022122","Tide station automated meteorological data check","0","Good data from all sensors",,,,"Operational"
3462,"022122","Tide station automated meteorological data check","1","Wind direction outside of allowable range",,,,"Operational"
3463,"022122","Tide station automated meteorological data check","2","Wind speed outside of expected range",,,,"Operational"
3464,"022122","Tide station automated meteorological data check","3","Barometric pressure outside of expected range",,,,"Operational"
3465,"022122","Tide station automated meteorological data check","4","Air temperature outside of expected range",,,,"Operational"
3466,"022122","Tide station automated meteorological data check","5","Multiple sensors failed QC checks",,,,"Operational"
3467,"022122","Tide station automated meteorological data check","6","No automated meteorological data checks performed",,,,"Operational"
3468,"022122","Tide station automated meteorological data check","7-30","Reserved",,,,"Operational"
3469,"022122","Tide station automated meteorological data check","31","Missing value",,,,"Operational"
3470,"022123","Tide station manual meteorological data check","0","Operational",,,,"Operational"
3471,"022123","Tide station manual meteorological data check","1","Suspected or known problem with wind sensor",,,,"Operational"
3472,"022123","Tide station manual meteorological data check","2","Suspected or known problem with barometric pressure sensor",,,,"Operational"
3473,"022123","Tide station manual meteorological data check","3","Suspected or known problem with air temperature sensor",,,,"Operational"
3474,"022123","Tide station manual meteorological data check","4","Unknown status of all sensors",,,,"Operational"
3475,"022123","Tide station manual meteorological data check","5","Suspected or known problems with multiple sensors",,,,"Operational"
3476,"022123","Tide station manual meteorological data check","6","Bad data - DO NOT DISSEMINATE!",,,,"Operational"
3477,"022123","Tide station manual meteorological data check","7","No manual meteorological data checks performed",,,,"Operational"
3478,"022123","Tide station manual meteorological data check","8-30","Reserved",,,,"Operational"
3479,"022123","Tide station manual meteorological data check","31","Missing value",,,,"Operational"
3480,"022178","XBT/XCTD launcher Type","0","Unknown",,,,"Validation"
3481,"022178","XBT/XCTD launcher Type","1","LM-2A Deck-mounted",,,,"Validation"
3482,"022178","XBT/XCTD launcher Type","2","LM-3A Hand-Held",,,,"Validation"
3483,"022178","XBT/XCTD launcher Type","3","LM-4A Thru-Hull",,,,"Validation"
3484,"022178","XBT/XCTD launcher Type","4-9","Reserved",,,,"Validation"
3485,"022178","XBT/XCTD launcher Type","10","AL-12 TSK Autolauncher (up to 12 Probes)",,,,"Validation"
3486,"022178","XBT/XCTD launcher Type","11-19","Reserved",,,,"Validation"
3487,"022178","XBT/XCTD launcher Type","20","SIO XBT Autolauncher (up to 6 probes)",,,,"Validation"
3488,"022178","XBT/XCTD launcher Type","21-29","Reserved",,,,"Validation"
3489,"022178","XBT/XCTD launcher Type","30","AOML XBT V6 Autolauncher (up to 6 Deep Blue probes)",,,,"Validation"
3490,"022178","XBT/XCTD launcher Type","31","AOML XBT V8.0 Autolauncher (up to 8 Deep Blue probes)",,,,"Validation"
3491,"022178","XBT/XCTD launcher Type","32","AOML XBT V8.1 Autolauncher (up to 8 Deep Blue and Fast Deep probes)",,,,"Validation"
3492,"022178","XBT/XCTD launcher Type","33-89","Reserved",,,,"Validation"
3493,"022178","XBT/XCTD launcher Type","90","CSIRO Devil Autolauncher",,,,"Validation"
3494,"022178","XBT/XCTD launcher Type","91-99","Reserved",,,,"Validation"
3495,"022178","XBT/XCTD launcher Type","91","TURO/CSIRO Quoll Autolauncher",,,,"Validation"
3496,"022178","XBT/XCTD launcher Type","92-99","Reserved",,,,"Validation"
3497,"022178","XBT/XCTD launcher Type","100","MFSTEP Autolauncher (Mediterranean)",,,,"Validation"
3498,"022178","XBT/XCTD launcher Type","101-254","Reserved",,,,"Validation"
3499,"022178","XBT/XCTD launcher Type","255","Missing",,,,"Validation"
3500,"023001","Accident early notification - article applicable","0","Reserved",,,,"Operational"
3501,"023001","Accident early notification - article applicable","1","Articles 1 and 2",,,,"Operational"
3502,"023001","Accident early notification - article applicable","2","Article 3",,,,"Operational"
3503,"023001","Accident early notification - article applicable","3","Article 5.2",,,,"Operational"
3504,"023001","Accident early notification - article applicable","4-6","Reserved",,,,"Operational"
3505,"023001","Accident early notification - article applicable","7","Missing value",,,,"Operational"
3506,"023002","Activity or facility involved in incident","0","Reserved",,,,"Operational"
3507,"023002","Activity or facility involved in incident","1","Nuclear reactor on ground",,,,"Operational"
3508,"023002","Activity or facility involved in incident","2","Nuclear reactor at sea",,,,"Operational"
3509,"023002","Activity or facility involved in incident","3","Nuclear reactor in space",,,,"Operational"
3510,"023002","Activity or facility involved in incident","4","Nuclear fuel facility",,,,"Operational"
3511,"023002","Activity or facility involved in incident","5","Radioactive waste management facility",,,,"Operational"
3512,"023002","Activity or facility involved in incident","6","Transport of nuclear fuel or radioactive waste",,,,"Operational"
3513,"023002","Activity or facility involved in incident","7","Storage of nuclear fuel or radioactive waste",,,,"Operational"
3514,"023002","Activity or facility involved in incident","8","Manufacture of radio-isotopes",,,,"Operational"
3515,"023002","Activity or facility involved in incident","9","Use of radio-isotopes",,,,"Operational"
3516,"023002","Activity or facility involved in incident","10","Storage of radio-isotopes",,,,"Operational"
3517,"023002","Activity or facility involved in incident","11","Disposal of radio-isotopes",,,,"Operational"
3518,"023002","Activity or facility involved in incident","12","Transport of radio-isotopes",,,,"Operational"
3519,"023002","Activity or facility involved in incident","13","Use of radio-isotopes for power generation",,,,"Operational"
3520,"023002","Activity or facility involved in incident","14-29","Reserved",,,,"Operational"
3521,"023002","Activity or facility involved in incident","30","Other",,,,"Operational"
3522,"023002","Activity or facility involved in incident","31","Missing value",,,,"Operational"
3523,"023003","Type of release","0","No release",,,,"Operational"
3524,"023003","Type of release","1","Release to atmosphere",,,,"Operational"
3525,"023003","Type of release","2","Release to water",,,,"Operational"
3526,"023003","Type of release","3","Release to both atmosphere and water",,,,"Operational"
3527,"023003","Type of release","4","Expected release to atmosphere",,,,"Operational"
3528,"023003","Type of release","5","Expected release to water",,,,"Operational"
3529,"023003","Type of release","6","Expected release to both atmosphere and water",,,,"Operational"
3530,"023003","Type of release","7","Missing value",,,,"Operational"
3531,"023004","Countermeasures taken near border","0","No countermeasures",,,,"Operational"
3532,"023004","Countermeasures taken near border","1","Evacuation",,,,"Operational"
3533,"023004","Countermeasures taken near border","2","Sheltering",,,,"Operational"
3534,"023004","Countermeasures taken near border","3","Prophylaxis",,,,"Operational"
3535,"023004","Countermeasures taken near border","4","Water",,,,"Operational"
3536,"023004","Countermeasures taken near border","5-6","Reserved",,,,"Operational"
3537,"023004","Countermeasures taken near border","7","Missing value",,,,"Operational"
3538,"023005","Cause of incident","0","Incident State does not understand what happened",,,,"Operational"
3539,"023005","Cause of incident","1","Incident State knows the cause of the incident",,,,"Operational"
3540,"023005","Cause of incident","2","Reserved",,,,"Operational"
3541,"023005","Cause of incident","3","Missing value",,,,"Operational"
3542,"023006","Incident situation","0","No improvement",,,,"Operational"
3543,"023006","Incident situation","1","Unstable",,,,"Operational"
3544,"023006","Incident situation","2","No deterioration",,,,"Operational"
3545,"023006","Incident situation","3","Improving",,,,"Operational"
3546,"023006","Incident situation","4","Stable",,,,"Operational"
3547,"023006","Incident situation","5","Deteriorating",,,,"Operational"
3548,"023006","Incident situation","6","Reserved",,,,"Operational"
3549,"023006","Incident situation","7","Missing value",,,,"Operational"
3550,"023007","Characteristics of release","0","No release",,,,"Operational"
3551,"023007","Characteristics of release","1","Release has stopped",,,,"Operational"
3552,"023007","Characteristics of release","2","Release",,,,"Operational"
3553,"023007","Characteristics of release","3","Release is continuing",,,,"Operational"
3554,"023007","Characteristics of release","4-6","Reserved",,,,"Operational"
3555,"023007","Characteristics of release","7","Missing value",,,,"Operational"
3556,"023008","State of current release","0","Gaseous",,,,"Operational"
3557,"023008","State of current release","1","Particulate",,,,"Operational"
3558,"023008","State of current release","2","Mixture of gaseous and particulate",,,,"Operational"
3559,"023008","State of current release","3","Missing value",,,,"Operational"
3560,"023009","State of expected release","0","Gaseous",,,,"Operational"
3561,"023009","State of expected release","1","Particulate",,,,"Operational"
3562,"023009","State of expected release","2","Mixture of gaseous and particulate",,,,"Operational"
3563,"023009","State of expected release","3","Missing value",,,,"Operational"
3564,"023016","Possibility of significant chemical toxic health effect","0","No significant chemical toxic health effect",,,,"Operational"
3565,"023016","Possibility of significant chemical toxic health effect","1","Significant chemical toxic health effect possible",,,,"Operational"
3566,"023016","Possibility of significant chemical toxic health effect","2","Reserved",,,,"Operational"
3567,"023016","Possibility of significant chemical toxic health effect","3","Missing value",,,,"Operational"
3568,"023018","Release behaviour over time","0","Release no longer occurring",,,,"Operational"
3569,"023018","Release behaviour over time","1","Release still occurring",,,,"Operational"
3570,"023018","Release behaviour over time","2","Release expected to increase in next six hours",,,,"Operational"
3571,"023018","Release behaviour over time","3","Release expected to remain constant in next six hours",,,,"Operational"
3572,"023018","Release behaviour over time","4","Release expected to decrease in next six hours",,,,"Operational"
3573,"023018","Release behaviour over time","5-6","Reserved",,,,"Operational"
3574,"023018","Release behaviour over time","7","Missing value",,,,"Operational"
3575,"023031","Possibility that plume will encounter precipitation in State in which incident occurred","0","Plume will not encounter rain in incident State",,,,"Operational"
3576,"023031","Possibility that plume will encounter precipitation in State in which incident occurred","1","Plume will encounter rain in incident State",,,,"Operational"
3577,"023031","Possibility that plume will encounter precipitation in State in which incident occurred","2","Reserved",,,,"Operational"
3578,"023031","Possibility that plume will encounter precipitation in State in which incident occurred","3","Missing value",,,,"Operational"
3579,"023032","Plume will encounter change in wind direction and/or speed flag","0","No significant change expected within the next six hours",,,,"Operational"
3580,"023032","Plume will encounter change in wind direction and/or speed flag","1","Anticipated significant change expected within the next six hours",,,,"Operational"
3581,"023032","Plume will encounter change in wind direction and/or speed flag","2","Reserved",,,,"Operational"
3582,"023032","Plume will encounter change in wind direction and/or speed flag","3","Missing value",,,,"Operational"
3583,"024003","Composition of release","0","Noble gases",,,,"Operational"
3584,"024003","Composition of release","1","Iodides",,,,"Operational"
3585,"024003","Composition of release","2","Caesiums",,,,"Operational"
3586,"024003","Composition of release","3","Transuranics",,,,"Operational"
3587,"024003","Composition of release","4-30","Reserved",,,,"Operational"
3588,"024003","Composition of release","31","Missing value",,,,"Operational"
3589,"025004","Echo processing","0","Incoherent",,,,"Operational"
3590,"025004","Echo processing","1","Coherent (Doppler)",,,,"Operational"
3591,"025004","Echo processing","2","Reserved",,,,"Operational"
3592,"025004","Echo processing","3","Missing value",,,,"Operational"
3593,"025005","Echo integration","0","Logarithm - 2.5 dB",,,,"Operational"
3594,"025005","Echo integration","1","Linear",,,,"Operational"
3595,"025005","Echo integration","2","Special",,,,"Operational"
3596,"025005","Echo integration","3","Missing value",,,,"Operational"
3597,"025006","Z to R conversion","0","ZH to R conversion",,,,"Operational"
3598,"025006","Z to R conversion","1","(ZH, ZDR) to (NO, DO) to R",,,,"Operational"
3599,"025006","Z to R conversion","2","(Z (F1), Z (F2)) to attenuation to R",,,,"Operational"
3600,"025006","Z to R conversion","3-5","Reserved",,,,"Operational"
3601,"025006","Z to R conversion","6","Other",,,,"Operational"
3602,"025006","Z to R conversion","7","Missing value",,,,"Operational"
3603,"025009","Calibration method","1","None",,,,"Operational"
3604,"025009","Calibration method","2","Calibration target or signal",,,,"Operational"
3605,"025009","Calibration method","3","Against raingauges",,,,"Operational"
3606,"025009","Calibration method","4","Against other Instruments (distrometer - attenuation)",,,,"Operational"
3607,"025009","Calibration method","All 5","Missing value",,,,"Operational"
3608,"025010","Clutter treatment","0","None",,,,"Operational"
3609,"025010","Clutter treatment","1","Map",,,,"Operational"
3610,"025010","Clutter treatment","2","Insertion of higher elevation data and map",,,,"Operational"
3611,"025010","Clutter treatment","3","Analysis of the fluctuating logarithm signal (clutter detection)",,,,"Operational"
3612,"025010","Clutter treatment","4","Extraction of the fluctuating part of linear signal (clutter suppression)",,,,"Operational"
3613,"025010","Clutter treatment","5","Clutter suppression - Doppler",,,,"Operational"
3614,"025010","Clutter treatment","6","Multi parameter analysis",,,,"Operational"
3615,"025010","Clutter treatment","7-14","Reserved",,,,"Operational"
3616,"025010","Clutter treatment","15","Missing value",,,,"Operational"
3617,"025011","Ground occultation correction (screening)","0","None",,,,"Operational"
3618,"025011","Ground occultation correction (screening)","1","Map of correction factors",,,,"Operational"
3619,"025011","Ground occultation correction (screening)","2","Interpolation (azimuth or elevation)",,,,"Operational"
3620,"025011","Ground occultation correction (screening)","3","Missing value",,,,"Operational"
3621,"025012","Range attenuation correction","0","Hardware",,,,"Operational"
3622,"025012","Range attenuation correction","1","Software",,,,"Operational"
3623,"025012","Range attenuation correction","2","Hardware and software",,,,"Operational"
3624,"025012","Range attenuation correction","3","Missing value",,,,"Operational"
3625,"025013","Bright-band correction","1","Bright-band correction",,,,"Operational"
3626,"025013","Bright-band correction","all 2","Missing value",,,,"Operational"
3627,"025015","Radome attenuation correction","1","Radome attenuation correction",,,,"Operational"
3628,"025015","Radome attenuation correction","All 2","Missing value",,,,"Operational"
3629,"025017","Precipitation attenuation correction","1","Precipitation attenuation correction",,,,"Operational"
3630,"025017","Precipitation attenuation correction","All 2","Missing value",,,,"Operational"
3631,"025020","Mean speed estimation","0","FFT (fast Fourier transform)",,,,"Operational"
3632,"025020","Mean speed estimation","1","PPP (pulse-pair processing)",,,,"Operational"
3633,"025020","Mean speed estimation","2","VPC (vector-phase change)",,,,"Operational"
3634,"025020","Mean speed estimation","3","Missing value",,,,"Operational"
3635,"025021","Wind computation enhancement","1","Simple average",,,,"Operational"
3636,"025021","Wind computation enhancement","2","Consensus average",,,,"Operational"
