"No","FXY","ElementName_E","CodeFigure","EntryName_E","EntryName_sub1_E","EntryName_sub2_E","Note_E","Status"
596,"002047","Deep-ocean tsunameter type","3","SAIC Tsunami Buoy (STB)",,,,"Operational"
597,"002047","Deep-ocean tsunameter type","4","GFZ - Potsdam",,,,"Operational"
598,"002047","Deep-ocean tsunameter type","5","INCOIS (India)",,,,"Operational"
599,"002047","Deep-ocean tsunameter type","6","InaBuoy (Indonesia)",,,,"Operational"
600,"002047","Deep-ocean tsunameter type","7-14","Reserved",,,,"Operational"
601,"002047","Deep-ocean tsunameter type","15","Missing value",,,,"Operational"
602,"002048","Satellite sensor indicator","0","HIRS",,,,"Operational"
603,"002048","Satellite sensor indicator","1","MSU",,,,"Operational"
604,"002048","Satellite sensor indicator","2","SSU",,,,"Operational"
605,"002048","Satellite sensor indicator","3","AMSU-A",,,,"Operational"
606,"002048","Satellite sensor indicator","4","AMSU-B",,,,"Operational"
607,"002048","Satellite sensor indicator","5","AVHRR",,,,"Operational"
608,"002048","Satellite sensor indicator","6","SSMI",,,,"Operational"
609,"002048","Satellite sensor indicator","7","NSCAT",,,,"Operational"
610,"002048","Satellite sensor indicator","8","SEAWINDS",,,,"Operational"
611,"002048","Satellite sensor indicator","9","POSEIDON",,,,"Operational"
612,"002048","Satellite sensor indicator","10","JASON microwave radiometer (JMR)",,,,"Operational"
613,"002048","Satellite sensor indicator","11","MHS",,,,"Operational"
614,"002048","Satellite sensor indicator","12","ASCAT",,,,"Operational"
615,"002048","Satellite sensor indicator","13-14","Reserved",,,,"Operational"
616,"002048","Satellite sensor indicator","15","Missing value",,,,"Operational"
617,"002049","Geostationary satellite data-processing technique used","1","Processing technique not defined",,,,"Operational"
618,"002049","Geostationary satellite data-processing technique used","2","Simultaneous physical retrieval",,,,"Operational"
619,"002049","Geostationary satellite data-processing technique used","3","Clear sounding",,,,"Operational"
620,"002049","Geostationary satellite data-processing technique used","4","Cloudy sounding",,,,"Operational"
621,"002049","Geostationary satellite data-processing technique used","5-7","Reserved for future use",,,,"Operational"
622,"002049","Geostationary satellite data-processing technique used","All 8","Missing value",,,,"Operational"
623,"002050","Geostationary sounder satellite channels used","1","1","14.71",,,"Operational"
624,"002050","Geostationary sounder satellite channels used","2","2","14.37",,,"Operational"
625,"002050","Geostationary sounder satellite channels used","3","3","14.06",,,"Operational"
626,"002050","Geostationary sounder satellite channels used","4","4","13.64",,,"Operational"
627,"002050","Geostationary sounder satellite channels used","5","5","13.37",,,"Operational"
628,"002050","Geostationary sounder satellite channels used","6","6","12.66",,,"Operational"
629,"002050","Geostationary sounder satellite channels used","7","7","12.02",,,"Operational"
630,"002050","Geostationary sounder satellite channels used","8","8","11.03",,,"Operational"
631,"002050","Geostationary sounder satellite channels used","9","9","9.71",,,"Operational"
632,"002050","Geostationary sounder satellite channels used","10","10","7.43",,,"Operational"
633,"002050","Geostationary sounder satellite channels used","11","11","7.02",,,"Operational"
634,"002050","Geostationary sounder satellite channels used","12","12","6.51",,,"Operational"
635,"002050","Geostationary sounder satellite channels used","13","13","4.57",,,"Operational"
636,"002050","Geostationary sounder satellite channels used","14","14","4.52",,,"Operational"
637,"002050","Geostationary sounder satellite channels used","15","15","4.45",,,"Operational"
638,"002050","Geostationary sounder satellite channels used","16","16","4.13",,,"Operational"
639,"002050","Geostationary sounder satellite channels used","17","17","3.98",,,"Operational"
640,"002050","Geostationary sounder satellite channels used","18","18","3.74",,,"Operational"
641,"002050","Geostationary sounder satellite channels used","19","19","0.969",,,"Operational"
642,"002050","Geostationary sounder satellite channels used","All 20","Missing value",,,,"Operational"
643,"002051","Indicator to specify observing method for extreme temperatures","0","Reserved",,,,"Operational"
644,"002051","Indicator to specify observing method for extreme temperatures","1","Maximum/minimum thermometers",,,,"Operational"
645,"002051","Indicator to specify observing method for extreme temperatures","2","Automated instruments",,,,"Operational"
646,"002051","Indicator to specify observing method for extreme temperatures","3","Thermograph",,,,"Operational"
647,"002051","Indicator to specify observing method for extreme temperatures","4-14","Reserved",,,,"Operational"
648,"002051","Indicator to specify observing method for extreme temperatures","15","Missing value",,,,"Operational"
649,"002052","Geostationary imager satellite channels used","1","1","0.55 - 0.75",,,"Operational"
650,"002052","Geostationary imager satellite channels used","2","2","3.9",,,"Operational"
651,"002052","Geostationary imager satellite channels used","3","3","6.7",,,"Operational"
652,"002052","Geostationary imager satellite channels used","4","4","10.7",,,"Operational"
653,"002052","Geostationary imager satellite channels used","5","5","12.0",,,"Operational"
654,"002052","Geostationary imager satellite channels used","All 6","Missing value",,,,"Operational"
655,"002053","GOES-I/M brightness temperature characteristics","0","Observed brightness temperature",,,,"Operational"
656,"002053","GOES-I/M brightness temperature characteristics","1","Brightness temperature with bias correction applied",,,,"Operational"
657,"002053","GOES-I/M brightness temperature characteristics","2","Brightness temperature calculated from first guess",,,,"Operational"
658,"002053","GOES-I/M brightness temperature characteristics","3","Brightness temperature calculated from sounding",,,,"Operational"
659,"002053","GOES-I/M brightness temperature characteristics","4-14","Reserved",,,,"Operational"
660,"002053","GOES-I/M brightness temperature characteristics","15","Missing value",,,,"Operational"
661,"002054","GOES-I/M soundings parameter characteristics","0","Parameter derived using observed sounder brightness temperatures",,,,"Operational"
662,"002054","GOES-I/M soundings parameter characteristics","1","Parameter derived using observed imager brightness temperatures",,,,"Operational"
663,"002054","GOES-I/M soundings parameter characteristics","2","Parameter derived using first guess information",,,,"Operational"
664,"002054","GOES-I/M soundings parameter characteristics","3","Parameter derived using NMC analysis information",,,,"Operational"
665,"002054","GOES-I/M soundings parameter characteristics","4","Parameter derived using radiosonde information",,,,"Operational"
666,"002054","GOES-I/M soundings parameter characteristics","5-14","Reserved",,,,"Operational"
667,"002054","GOES-I/M soundings parameter characteristics","15","Missing value",,,,"Operational"
668,"002055","Geostationary soundings statistical parameters","0","Statistics generated comparing retrieval versus radiosonde",,,,"Operational"
669,"002055","Geostationary soundings statistical parameters","1","Statistics generated comparing retrieval versus first guess",,,,"Operational"
670,"002055","Geostationary soundings statistical parameters","2","Statistics generated comparing radiosonde versus first guess",,,,"Operational"
671,"002055","Geostationary soundings statistical parameters","3","Statistics generated comparing observed versus retrieval",,,,"Operational"
672,"002055","Geostationary soundings statistical parameters","4","Statistics generated comparing observed versus first guess",,,,"Operational"
673,"002055","Geostationary soundings statistical parameters","5","Statistics generated comparing radiosonde versus imager",,,,"Operational"
674,"002055","Geostationary soundings statistical parameters","6","Statistics generated comparing radiosonde versus sounder",,,,"Operational"
675,"002055","Geostationary soundings statistical parameters","7","Statistics generated for radiosonde",,,,"Operational"
676,"002055","Geostationary soundings statistical parameters","8","Statistics generated for first guess",,,,"Operational"
677,"002055","Geostationary soundings statistical parameters","9-14","Reserved",,,,"Operational"
678,"002055","Geostationary soundings statistical parameters","15","Missing value",,,,"Operational"
679,"002056","Geostationary soundings accuracy statistics","0","Sums of differences",,,,"Operational"
680,"002056","Geostationary soundings accuracy statistics","1","Sums of squared differences",,,,"Operational"
681,"002056","Geostationary soundings accuracy statistics","2","Sample size",,,,"Operational"
682,"002056","Geostationary soundings accuracy statistics","3","Minimum difference",,,,"Operational"
683,"002056","Geostationary soundings accuracy statistics","4","Maximum difference",,,,"Operational"
684,"002056","Geostationary soundings accuracy statistics","5-14","Reserved",,,,"Operational"
685,"002056","Geostationary soundings accuracy statistics","15","Missing value",,,,"Operational"
686,"002057","Origin of first-guess information for GOES-I/M soundings","0","Nested Grid Model (NGM)",,,,"Operational"
687,"002057","Origin of first-guess information for GOES-I/M soundings","1","Aviation Model (AVN)",,,,"Operational"
688,"002057","Origin of first-guess information for GOES-I/M soundings","2","Medium Range Forecast (MRF) Model",,,,"Operational"
689,"002057","Origin of first-guess information for GOES-I/M soundings","3","Global Data Assimilation System (GDAS) Forecast Model",,,,"Operational"
690,"002057","Origin of first-guess information for GOES-I/M soundings","4","Prior soundings (within 3 hours of current time)",,,,"Operational"
691,"002057","Origin of first-guess information for GOES-I/M soundings","5","Climatology",,,,"Operational"
692,"002057","Origin of first-guess information for GOES-I/M soundings","6-14","Reserved",,,,"Operational"
693,"002057","Origin of first-guess information for GOES-I/M soundings","15","Missing value",,,,"Operational"
694,"002058","Valid times of first guess information for GOES-I/M soundings","0","12 hour and 18 hour",,,,"Operational"
695,"002058","Valid times of first guess information for GOES-I/M soundings","1","18 hour and 24 hour",,,,"Operational"
696,"002058","Valid times of first guess information for GOES-I/M soundings","2","6 hour and 12 hour",,,,"Operational"
697,"002058","Valid times of first guess information for GOES-I/M soundings","3","Greater than 24 hours",,,,"Operational"
698,"002058","Valid times of first guess information for GOES-I/M soundings","4-14","Reserved",,,,"Operational"
699,"002058","Valid times of first guess information for GOES-I/M soundings","15","Missing value",,,,"Operational"
700,"002059","Origin of analysis information for GOES-I/M soundings","0","NCEP Nested Grid Model (NGM) Analysis",,,,"Operational"
701,"002059","Origin of analysis information for GOES-I/M soundings","1","NCEP Aviation Model (AVN) Analysis",,,,"Operational"
702,"002059","Origin of analysis information for GOES-I/M soundings","2","NCEP Medium Range Forecast (MRF) Model Analysis",,,,"Operational"
703,"002059","Origin of analysis information for GOES-I/M soundings","3","NCEP Global Data Assimilation System (GDAS) Forecast Model Analysis",,,,"Operational"
704,"002059","Origin of analysis information for GOES-I/M soundings","4-14","Reserved",,,,"Operational"
705,"002059","Origin of analysis information for GOES-I/M soundings","15","Missing value",,,,"Operational"
706,"002060","Origin of surface information for GOES-I/M soundings","0","Current surface hourly reports",,,,"Operational"
707,"002060","Origin of surface information for GOES-I/M soundings","1","Current ship reports",,,,"Operational"
708,"002060","Origin of surface information for GOES-I/M soundings","2","Current buoy reports",,,,"Operational"
709,"002060","Origin of surface information for GOES-I/M soundings","3","One hour old surface hourly reports",,,,"Operational"
710,"002060","Origin of surface information for GOES-I/M soundings","4","One hour old ship reports",,,,"Operational"
711,"002060","Origin of surface information for GOES-I/M soundings","5","One hour old buoy reports",,,,"Operational"
712,"002060","Origin of surface information for GOES-I/M soundings","6-14","Reserved",,,,"Operational"
713,"002060","Origin of surface information for GOES-I/M soundings","15","Missing value",,,,"Operational"
714,"002061","Aircraft navigational system","0","Inertial navigation system",,,,"Operational"
715,"002061","Aircraft navigational system","1","OMEGA",,,,"Operational"
716,"002061","Aircraft navigational system","2-6","Reserved",,,,"Operational"
717,"002061","Aircraft navigational system","7","Missing value",,,,"Operational"
718,"002062","Type of aircraft data relay system","0","ASDAR",,,,"Operational"
719,"002062","Type of aircraft data relay system","1","ASDAR (ACARS also available but not operative)",,,,"Operational"
720,"002062","Type of aircraft data relay system","2","ASDAR (ACARS also available and operative)",,,,"Operational"
721,"002062","Type of aircraft data relay system","3","ACARS",,,,"Operational"
722,"002062","Type of aircraft data relay system","4","ACARS (ASDAR also available but not operative)",,,,"Operational"
723,"002062","Type of aircraft data relay system","5","ACARS (ASDAR also available and operative)",,,,"Operational"
724,"002062","Type of aircraft data relay system","6-14","Reserved",,,,"Operational"
725,"002062","Type of aircraft data relay system","15","Missing value",,,,"Operational"
726,"002064","Aircraft roll angle quality","0","Good",,,,"Operational"
727,"002064","Aircraft roll angle quality","1","Bad",,,,"Operational"
728,"002064","Aircraft roll angle quality","2","Reserved",,,,"Operational"
729,"002064","Aircraft roll angle quality","3","Missing value",,,,"Operational"
730,"002066","Radiosonde ground receiving system","0","TRS 2000",,,,"Operational"
731,"002066","Radiosonde ground receiving system","1","IMS 1500C",,,,"Operational"
732,"002066","Radiosonde ground receiving system","2-61","Reserved",,,,"Operational"
733,"002066","Radiosonde ground receiving system","62","Other",,,,"Operational"
734,"002066","Radiosonde ground receiving system","63","Missing value",,,,"Operational"
735,"002070","Original specification of latitude/longitude","0","Actual location in seconds",,,,"Operational"
736,"002070","Original specification of latitude/longitude","1","Actual location in minutes",,,,"Operational"
737,"002070","Original specification of latitude/longitude","2","Actual location in degrees",,,,"Operational"
738,"002070","Original specification of latitude/longitude","3","Actual location in decidegrees",,,,"Operational"
739,"002070","Original specification of latitude/longitude","4","Actual location in centidegrees",,,,"Operational"
740,"002070","Original specification of latitude/longitude","5","Referenced to checkpoint in seconds",,,,"Operational"
741,"002070","Original specification of latitude/longitude","6","Referenced to checkpoint in minutes",,,,"Operational"
742,"002070","Original specification of latitude/longitude","7","Referenced to checkpoint in degrees",,,,"Operational"
743,"002070","Original specification of latitude/longitude","8","Referenced to checkpoint in decidegrees",,,,"Operational"
744,"002070","Original specification of latitude/longitude","9","Referenced to checkpoint in centidegrees",,,,"Operational"
745,"002070","Original specification of latitude/longitude","10","Actual location in tenths of a minute",,,,"Operational"
746,"002070","Original specification of latitude/longitude","11","Referenced to checkpoint in tenths of a minute",,,,"Operational"
747,"002070","Original specification of latitude/longitude","12-14","Reserved",,,,"Operational"
748,"002070","Original specification of latitude/longitude","15","Missing value",,,,"Operational"
749,"002080","Balloon manufacturer","0","Kaysam",,,,"Operational"
750,"002080","Balloon manufacturer","1","Totex",,,,"Operational"
751,"002080","Balloon manufacturer","2","KKS",,,,"Operational"
752,"002080","Balloon manufacturer","3-61","Reserved",,,,"Operational"
753,"002080","Balloon manufacturer","62","Other",,,,"Operational"
754,"002080","Balloon manufacturer","63","Missing value",,,,"Operational"
755,"002081","Type of balloon","0","GP26",,,,"Operational"
756,"002081","Type of balloon","1","GP28",,,,"Operational"
757,"002081","Type of balloon","2","GP30",,,,"Operational"
758,"002081","Type of balloon","3","HM26",,,,"Operational"
759,"002081","Type of balloon","4","HM28",,,,"Operational"
760,"002081","Type of balloon","5","HM30",,,,"Operational"
761,"002081","Type of balloon","6","SV16",,,,"Operational"
762,"002081","Type of balloon","7-29","Reserved",,,,"Operational"
763,"002081","Type of balloon","30","Other",,,,"Operational"
764,"002081","Type of balloon","31","Missing value",,,,"Operational"
765,"002083","Type of balloon shelter","0","High bay",,,,"Operational"
766,"002083","Type of balloon shelter","1","Low bay",,,,"Operational"
767,"002083","Type of balloon shelter","2","Balloon-inflated launch system (BILS)",,,,"Operational"
768,"002083","Type of balloon shelter","3","Roof-top BILS",,,,"Operational"
769,"002083","Type of balloon shelter","4-13","Reserved",,,,"Operational"
770,"002083","Type of balloon shelter","14","Other",,,,"Operational"
771,"002083","Type of balloon shelter","15","Missing value",,,,"Operational"
772,"002084","Type of gas used in balloon","0","Hydrogen",,,,"Operational"
773,"002084","Type of gas used in balloon","1","Helium",,,,"Operational"
774,"002084","Type of gas used in balloon","2","Natural gas",,,,"Operational"
775,"002084","Type of gas used in balloon","3-13","Reserved",,,,"Operational"
776,"002084","Type of gas used in balloon","14","Other",,,,"Operational"
777,"002084","Type of gas used in balloon","15","Missing value",,,,"Operational"
778,"002095","Type of pressure sensor","0","Capacitance aneroid",,,,"Operational"
779,"002095","Type of pressure sensor","1","Derived from GPS",,,,"Operational"
780,"002095","Type of pressure sensor","2","Resistive strain gauge",,,,"Operational"
781,"002095","Type of pressure sensor","3-29","Reserved",,,,"Operational"
782,"002095","Type of pressure sensor","30","Other",,,,"Operational"
783,"002095","Type of pressure sensor","31","Missing value",,,,"Operational"
784,"002096","Type of temperature sensor","0","Rod thermistor",,,,"Operational"
785,"002096","Type of temperature sensor","1","Bead thermistor",,,,"Operational"
786,"002096","Type of temperature sensor","2","Capacitance bead",,,,"Operational"
787,"002096","Type of temperature sensor","3-29","Reserved",,,,"Operational"
788,"002096","Type of temperature sensor","30","Other",,,,"Operational"
789,"002096","Type of temperature sensor","31","Missing value",,,,"Operational"
790,"002097","Type of humidity sensor","0","VIZ Mark II carbon hygristor",,,,"Operational"
791,"002097","Type of humidity sensor","1","VIZ B2 hygristor",,,,"Operational"
792,"002097","Type of humidity sensor","2","Vaisala A-Humicap",,,,"Operational"
793,"002097","Type of humidity sensor","3","Vaisala H-Humicap",,,,"Operational"
794,"002097","Type of humidity sensor","4","Capacitance sensor",,,,"Operational"
795,"002097","Type of humidity sensor","5","Vaisala RS90",,,,"Operational"
796,"002097","Type of humidity sensor","6","Sippican Mark IIA carbon hygristor",,,,"Operational"
797,"002097","Type of humidity sensor","7-29","Reserved",,,,"Operational"
798,"002097","Type of humidity sensor","30","Other",,,,"Operational"
799,"002097","Type of humidity sensor","31","Missing value",,,,"Operational"
800,"002099","Polarization","0","HH polarisation",,,,"Operational"
801,"002099","Polarization","1","VV polarisation",,,,"Operational"
802,"002099","Polarization","2","HV polarisation real valued component",,,,"Operational"
803,"002099","Polarization","3","HV polarisation imaginary valued component",,,,"Operational"
804,"002099","Polarization","4-6","Reserved",,,,"Operational"
805,"002099","Polarization","7","Missing value",,,,"Operational"
806,"002101","Type of antenna","0","Centre front-fed paraboloid",,,,"Operational"
807,"002101","Type of antenna","1","Offset front-fed paraboloid",,,,"Operational"
808,"002101","Type of antenna","2","Centre Cassegrain paraboloid",,,,"Operational"
809,"002101","Type of antenna","3","Offset Cassegrain paraboloid",,,,"Operational"
810,"002101","Type of antenna","4","Planar array",,,,"Operational"
811,"002101","Type of antenna","5","Coaxial-collinear array",,,,"Operational"
812,"002101","Type of antenna","6","Yagi elements array",,,,"Operational"
813,"002101","Type of antenna","7","Microstrip",,,,"Operational"
814,"002101","Type of antenna","8-13","Reserved",,,,"Operational"
815,"002101","Type of antenna","14","Other",,,,"Operational"
816,"002101","Type of antenna","15","Missing value",,,,"Operational"
817,"002103","Radome","1","Radar antenna is protected by a radome",,,,"Operational"
818,"002103","Radome","All 2","Missing value",,,,"Operational"
819,"002104","Antenna polarization","0","Horizontal polarization",,,,"Operational"
820,"002104","Antenna polarization","1","Vertical polarization",,,,"Operational"
821,"002104","Antenna polarization","2","Right circular polarization",,,,"Operational"
822,"002104","Antenna polarization","3","Left circular polarization",,,,"Operational"
823,"002104","Antenna polarization","4","Horizontal and vertical polarization",,,,"Operational"
824,"002104","Antenna polarization","5","Right and left circular polarization",,,,"Operational"
825,"002104","Antenna polarization","6","Quasi-horizontal polarization",,,,"Operational"
826,"002104","Antenna polarization","7","Quasi-vertical polarization",,,,"Operational"
827,"002104","Antenna polarization","8-14","Reserved",,,,"Operational"
828,"002104","Antenna polarization","15","Missing value",,,,"Operational"
829,"002115","Type of surface observing equipment","0","PDB",,,,"Operational"
830,"002115","Type of surface observing equipment","1","RSOIS",,,,"Operational"
831,"002115","Type of surface observing equipment","2","ASOS",,,,"Operational"
832,"002115","Type of surface observing equipment","3","Psychrometer",,,,"Operational"
833,"002115","Type of surface observing equipment","4","F420",,,,"Operational"
834,"002115","Type of surface observing equipment","5-29","Reserved",,,,"Operational"
835,"002115","Type of surface observing equipment","30","Other",,,,"Operational"
836,"002115","Type of surface observing equipment","31","Missing value",,,,"Operational"
837,"002119","Instrument operations","0","Intermediate frequency calibration mode (IF CAL)",,,,"Operational"
838,"002119","Instrument operations","1","Built-in test equipment digital (BITE DGT)",,,,"Operational"
839,"002119","Instrument operations","2","Built-in test equipment radio frequency (BITE RF)",,,,"Operational"
840,"002119","Instrument operations","3","Preset tracking (PSET TRK)",,,,"Operational"
841,"002119","Instrument operations","4","Preset LOOP OUT",,,,"Operational"
842,"002119","Instrument operations","5","ACQUISITION",,,,"Operational"
843,"002119","Instrument operations","6","TRACKING",,,,"Operational"
844,"002119","Instrument operations","7","Missing value",,,,"Operational"
845,"002131","Sensitivity time control (STC)","1","STC operational",,,,"Operational"
846,"002131","Sensitivity time control (STC)","All 2","Missing values",,,,"Operational"
847,"002137","Radar dual PRF ratio","1","3:2",,,,"Operational"
848,"002137","Radar dual PRF ratio","2","4:3",,,,"Operational"
849,"002137","Radar dual PRF ratio","3","5:4",,,,"Operational"
850,"002137","Radar dual PRF ratio","4-14","Reserved",,,,"Operational"
851,"002137","Radar dual PRF ratio","15","Missing value",,,,"Operational"
852,"002138","Antenna rotation direction","1","Clockwise rotation",,,,"Operational"
853,"002138","Antenna rotation direction","2","Counterclockwise rotation",,,,"Operational"
854,"002138","Antenna rotation direction","3","Missing value",,,,"Operational"
855,"002143","Ozone instrument type","0","Reserved",,,,"Operational"
856,"002143","Ozone instrument type","1","Brewer spectrophotometer",,,,"Operational"
857,"002143","Ozone instrument type","2","Caver Teichert",,,,"Operational"
858,"002143","Ozone instrument type","3","Dobson",,,,"Operational"
859,"002143","Ozone instrument type","4","Dobson (Japan)",,,,"Operational"
860,"002143","Ozone instrument type","5","Ehmet",,,,"Operational"
861,"002143","Ozone instrument type","6","Fecker telescope",,,,"Operational"
862,"002143","Ozone instrument type","7","Hoelper",,,,"Operational"
863,"002143","Ozone instrument type","8","Jodmeter",,,,"Operational"
864,"002143","Ozone instrument type","9","Filter Ozonometer M-83",,,,"Operational"
865,"002143","Ozone instrument type","10","Mast",,,,"Operational"
866,"002143","Ozone instrument type","11","Oxford",,,,"Operational"
867,"002143","Ozone instrument type","12","Paetzold",,,,"Operational"
868,"002143","Ozone instrument type","13","Regener",,,,"Operational"
869,"002143","Ozone instrument type","14","Reserved for future use",,,,"Operational"
870,"002143","Ozone instrument type","15","Vassy filter Ozonometer",,,,"Operational"
871,"002143","Ozone instrument type","16","Carbon iodide",,,,"Operational"
872,"002143","Ozone instrument type","17","Surface ozone bubler",,,,"Operational"
873,"002143","Ozone instrument type","18","Filter Ozonometer M-124",,,,"Operational"
874,"002143","Ozone instrument type","19","ECC sonde",,,,"Operational"
875,"002143","Ozone instrument type","20-126","Reserved",,,,"Operational"
876,"002143","Ozone instrument type","127","Missing value",,,,"Operational"
877,"002144","Light source type for Brewer spectrophotometer","0","Direct sun",,,,"Operational"
878,"002144","Light source type for Brewer spectrophotometer","1","Direct sun, attenuator #1",,,,"Operational"
879,"002144","Light source type for Brewer spectrophotometer","2","Direct sun, attenuator #2",,,,"Operational"
880,"002144","Light source type for Brewer spectrophotometer","3","Focussed moon",,,,"Operational"
881,"002144","Light source type for Brewer spectrophotometer","4","Focussed sun",,,,"Operational"
882,"002144","Light source type for Brewer spectrophotometer","5","Focussed sun corrected with adjacent sky measurements",,,,"Operational"
883,"002144","Light source type for Brewer spectrophotometer","6","Zenith sky",,,,"Operational"
884,"002144","Light source type for Brewer spectrophotometer","7-14","Reserved",,,,"Operational"
885,"002144","Light source type for Brewer spectrophotometer","15","Missing value",,,,"Operational"
886,"002145","Wavelength setting for Dobson instruments","0","Wavelengths AD ordinary setting",,,,"Operational"
887,"002145","Wavelength setting for Dobson instruments","1","Wavelengths BD ordinary setting",,,,"Operational"
888,"002145","Wavelength setting for Dobson instruments","2","Wavelengths CD ordinary setting",,,,"Operational"
889,"002145","Wavelength setting for Dobson instruments","3","Wavelengths CC' ordinary setting",,,,"Operational"
890,"002145","Wavelength setting for Dobson instruments","4","Wavelengths AD focussed image",,,,"Operational"
891,"002145","Wavelength setting for Dobson instruments","5","Wavelengths BD focussed image",,,,"Operational"
892,"002145","Wavelength setting for Dobson instruments","6","Wavelengths CD focussed image",,,,"Operational"
893,"002145","Wavelength setting for Dobson instruments","7","Wavelengths CC' focussed image",,,,"Operational"
894,"002145","Wavelength setting for Dobson instruments","8-14","Reserved",,,,"Operational"
895,"002145","Wavelength setting for Dobson instruments","15","Missing value",,,,"Operational"
896,"002146","Source conditions for Dobson instruments","0","On direct sun",,,,"Operational"
897,"002146","Source conditions for Dobson instruments","1","On direct moon",,,,"Operational"
898,"002146","Source conditions for Dobson instruments","2","On blue zenith sky",,,,"Operational"
899,"002146","Source conditions for Dobson instruments","3","On zenith cloud (uniform stratified layer of small opacity)",,,,"Operational"
900,"002146","Source conditions for Dobson instruments","4","On zenith cloud (uniform or moderately variable layer of medium opacity)",,,,"Operational"
901,"002146","Source conditions for Dobson instruments","5","On zenith cloud (uniform or moderately variable layer of large opacity)",,,,"Operational"
902,"002146","Source conditions for Dobson instruments","6","On zenith cloud (highly variable opacity, with or without precipitation)",,,,"Operational"
903,"002146","Source conditions for Dobson instruments","7","On zenith cloud (fog)",,,,"Operational"
904,"002146","Source conditions for Dobson instruments","8","On zenith haze",,,,"Operational"
905,"002146","Source conditions for Dobson instruments","9","On direct sun through thin cloud, fog or haze",,,,"Operational"
906,"002146","Source conditions for Dobson instruments","10-14","Reserved",,,,"Operational"
907,"002146","Source conditions for Dobson instruments","15","Missing value",,,,"Operational"
908,"002148","Data collection and/or location system","0","Reserved",,,,"Operational"
909,"002148","Data collection and/or location system","1","Argos",,,,"Operational"
910,"002148","Data collection and/or location system","2","GPS",,,,"Operational"
911,"002148","Data collection and/or location system","3","GOES DCP",,,,"Operational"
912,"002148","Data collection and/or location system","4","METEOSAT DCP",,,,"Operational"
913,"002148","Data collection and/or location system","5","ORBCOMM",,,,"Operational"
914,"002148","Data collection and/or location system","6","INMARSAT",,,,"Operational"
915,"002148","Data collection and/or location system","7","Iridium",,,,"Operational"
916,"002148","Data collection and/or location system","8","Iridium and GPS",,,,"Operational"
917,"002148","Data collection and/or location system","9","Argos-3",,,,"Operational"
918,"002148","Data collection and/or location system","10","Argos-4",,,,"Operational"
919,"002148","Data collection and/or location system","11-30","Reserved",,,,"Operational"
920,"002148","Data collection and/or location system","31","Missing value",,,,"Operational"
921,"002149","Type of data buoy","0","Unspecified drifting buoy",,,,"Operational"
922,"002149","Type of data buoy","1","Standard Lagrangian drifter (Global Drifter Programme)",,,,"Operational"
923,"002149","Type of data buoy","2","Standard FGGE type drifting buoy (non-Lagrangian meteorological drifting buoy)",,,,"Operational"
924,"002149","Type of data buoy","3","Wind measuring FGGE type drifting buoy (non-Lagrangian meteorological drifting buoy)",,,,"Operational"
925,"002149","Type of data buoy","4","Ice float",,,,"Operational"
926,"002149","Type of data buoy","5","SVPG Standard Lagrangian drifter with GPS",,,,"Operational"
927,"002149","Type of data buoy","6","SVP-HR drifter with high-resolution temperature or thermistor string",,,,"Operational"
928,"002149","Type of data buoy","7","Reserved",,,,"Operational"
929,"002149","Type of data buoy","8","Unspecified sub-surface float",,,,"Operational"
930,"002149","Type of data buoy","9","SOFAR",,,,"Operational"
931,"002149","Type of data buoy","10","ALACE",,,,"Operational"
932,"002149","Type of data buoy","11","MARVOR",,,,"Operational"
933,"002149","Type of data buoy","12","RAFOS",,,,"Operational"
934,"002149","Type of data buoy","13","PROVOR",,,,"Operational"
935,"002149","Type of data buoy","14","SOLO",,,,"Operational"
936,"002149","Type of data buoy","15","APEX",,,,"Operational"
937,"002149","Type of data buoy","16","Unspecified moored buoy",,,,"Operational"
938,"002149","Type of data buoy","17","Nomad",,,,"Operational"
939,"002149","Type of data buoy","18","3-metre discus",,,,"Operational"
940,"002149","Type of data buoy","19","10-12-metre discus",,,,"Operational"
941,"002149","Type of data buoy","20","ODAS 30 series",,,,"Operational"
942,"002149","Type of data buoy","21","ATLAS (e.g. TAO area)",,,,"Operational"
943,"002149","Type of data buoy","22","TRITON buoy",,,,"Operational"
944,"002149","Type of data buoy","23","FLEX mooring (e.g. TIP area)",,,,"Operational"
945,"002149","Type of data buoy","24","Omnidirectional waverider",,,,"Operational"
946,"002149","Type of data buoy","25","Directional waverider",,,,"Operational"
947,"002149","Type of data buoy","26","Sub-surface ARGO float",,,,"Operational"
948,"002149","Type of data buoy","27","PALACE",,,,"Operational"
949,"002149","Type of data buoy","28","NEMO",,,,"Operational"
950,"002149","Type of data buoy","29","NINJA",,,,"Operational"
951,"002149","Type of data buoy","30","Ice buoy/float (POPS or ITP)",,,,"Operational"
952,"002149","Type of data buoy","31-33","Reserved",,,,"Operational"
953,"002149","Type of data buoy","34","Mooring oceanographic",,,,"Operational"
954,"002149","Type of data buoy","35","Mooring meteorological",,,,"Operational"
955,"002149","Type of data buoy","36","Mooring multidisciplinary (OceanSITES)",,,,"Operational"
956,"002149","Type of data buoy","37","Mooring tide gauge or tsunami buoy",,,,"Operational"
957,"002149","Type of data buoy","38-62","Reserved",,,,"Operational"
958,"002149","Type of data buoy","63","Missing value",,,,"Operational"
