-1:98:0:210
0:VAR0:undefined
1:AERMR01:Aerosol type 1 mixing ratio [kg kg-1]
2:AERMR02:Aerosol type 2 mixing ratio [kg kg-1]
3:AERMR03:Aerosol type 3 mixing ratio [kg kg-1]
4:AERMR04:Aerosol type 4 mixing ratio [kg kg-1]
5:AERMR05:Aerosol type 5 mixing ratio [kg kg-1]
6:AERMR06:Aerosol type 6 mixing ratio [kg kg-1]
7:AERMR07:Aerosol type 7 mixing ratio [kg kg-1]
8:AERMR08:Aerosol type 8 mixing ratio [kg kg-1]
9:AERMR09:Aerosol type 9 mixing ratio [kg kg-1]
10:AERMR10:Aerosol type 10 mixing ratio [kg kg-1]
11:AERMR11:Aerosol type 11 mixing ratio [kg kg-1]
12:AERMR12:Aerosol type 12 mixing ratio [kg kg-1]
16:AERGN01:Aerosol type 1 source gain accumulated [kg m-2]
17:AERGN02:Aerosol type 2 source gain accumulated [kg m-2]
18:AERGN03:Aerosol type 3 source gain accumulated [kg m-2]
19:AERGN04:Aerosol type 4 source gain accumulated [kg m-2]
20:AERGN05:Aerosol type 5 source gain accumulated [kg m-2]
21:AERGN06:Aerosol type 6 source gain accumulated [kg m-2]
22:AERGN07:Aerosol type 7 source gain accumulated [kg m-2]
23:AERGN08:Aerosol type 8 source gain accumulated [kg m-2]
24:AERGN09:Aerosol type 9 source gain accumulated [kg m-2]
25:AERGN10:Aerosol type 10 source gain accumulated [kg m-2]
26:AERGN11:Aerosol type 11 source gain accumulated [kg m-2]
27:AERGN12:Aerosol type 12 source gain accumulated [kg m-2]
31:AERLS01:Aerosol type 1 sink loss accumulated [kg m-2]
32:AERLS02:Aerosol type 2 sink loss accumulated [kg m-2]
33:AERLS03:Aerosol type 3 sink loss accumulated [kg m-2]
34:AERLS04:Aerosol type 4 sink loss accumulated [kg m-2]
35:AERLS05:Aerosol type 5 sink loss accumulated [kg m-2]
36:AERLS06:Aerosol type 6 sink loss accumulated [kg m-2]
37:AERLS07:Aerosol type 7 sink loss accumulated [kg m-2]
38:AERLS08:Aerosol type 8 sink loss accumulated [kg m-2]
39:AERLS09:Aerosol type 9 sink loss accumulated [kg m-2]
40:AERLS10:Aerosol type 10 sink loss accumulated [kg m-2]
41:AERLS11:Aerosol type 11 sink loss accumulated [kg m-2]
42:AERLS12:Aerosol type 12 sink loss accumulated [kg m-2]
46:AERPR:Aerosol precursor mixing ratio [kg kg-1]
47:AERSM:Aerosol small mode mixing ratio [kg kg-1]
48:AERLG:Aerosol large mode mixing ratio [kg kg-1]
49:AODPR:Aerosol precursor optical depth []
50:AODSM:Aerosol small mode optical depth []
51:AODLG:Aerosol large mode optical depth []
52:AERDEP:Dust emission potential [kg s2 m-5]
53:AERLTS:Lifting threshold speed [m s-1]
54:AERSCC:Soil clay content [%]
61:CO2:Carbon Dioxide [kg kg-1]
62:CH4:Methane [kg kg-1]
63:N2O:Nitrous oxide [kg kg-1]
64:TCCO2:Total column Carbon Dioxide [kg m-2]
65:TCCH4:Total column Methane [kg m-2]
66:TCN2O:Total column Nitrous oxide [kg m-2]
67:CO2OF:Ocean flux of Carbon Dioxide [kg m-2 s-1]
68:CO2NBF:Natural biosphere flux of Carbon Dioxide [kg m-2 s-1]
69:CO2APF:Anthropogenic emissions of Carbon Dioxide [kg m-2 s-1]
121:NO2:Nitrogen dioxide [kg kg-1]
122:SO2:Sulphur dioxide [kg kg-1]
123:CO:Carbon monoxide [kg kg-1]
124:HCHO:Formaldehyde [kg kg-1]
125:TCNO2:Total column Nitrogen dioxide [kg m-2]
126:TCSO2:Total column Sulphur dioxide [kg m-2]
127:TCCO:Total column Carbon monoxide [kg m-2]
128:TCHCHO:Total column Formaldehyde [kg m-2]
181:Ra:Radon [kg kg-1]
182:SF6:Sulphur Hexafluoride [kg kg-1]
183:TCRa:Total column Radon [kg m-2]
184:TCSF6:Total column Sulphur Hexafluoride [kg m-2]
185:SF6APF:Anthropogenic Emissions of Sulphur Hexafluoride [kg m-2 s-1]
203:GO3:GEMS Ozone [kg kg-1]
206:GTCO3:GEMS Total column ozone [kg m-2]
255:VAR255:undefined
