-1:7:138:130
111:SWnet:Net Shortwave Radiation [W/m2]
112:LWnet:Net Longwave Radiation [W/m2]
121:Qle:Latent Heat Flux [W/m2]
122:Qh:Sensible Heat Flux [W/m2]
155:Qg:Ground Heat Flux [W/m2]
131:Snowf:Snowfall Rate [kg/m2/s]
132:Rainf:Rainfall Rate [kg/m2/s]
57:Evap:Total Evapotranspiration [kg/m2/s]
235:Qs:Surface Runoff [kg/m2/s]
234:Qsb:Subsurface Runoff [kg/m2/s]
99:Qsm:Snowmelt [kg/m2/s]
229:Qfz:Re-freezing of water in snow [kg/m2/s]
68:Delsm:Change in Soil Moisture [kg/m2]
78:Delswe:Change in Snow Water Equievalent [kg/m2]
165:SnowT:Snow Surface Temperature [K]
138:AvgSurfT:Average Surface Temperature [K]
149:RadT:Surface Radiative Temperature [K]
84:Albedo:Surface Albedo, All Wavelengths []
65:SWE:Snow Water Equivalent [kg/m2]
#86:SoilM1:Average layer 1 soil moisture [kg/m2]
#86:SoilM2:Average layer 2 soil moisture [kg/m2]
#86:SoilM3:Average layer 3 soil moisture [kg/m2]
86:SoilM:Average layer soil moisture [kg/m2]
#85:SoilT1:Average layer 1 soil temperature [K]
#85:SoilT2:Average layer 2 soil temperature [K]
#85:SoilT3:Average layer 3 soil temperature [K]
85:SoilT:Average layer soil temperature [K]
207:SoilW:Soil Wetness []
200:ECANOP:Interception Evaporation [kg/m2/s]
210:TVEG:Transpiration [kg/m2/s]
199:ESOIL:Bare Soil Evaporation [kg/m2/s]
70:Rootms:Root Zone Soil Moisture [kg/m2]
71:Canint:Total canopy water storage [kg/m2]
179:Acond:Aerodynamic conductance [m/s]
59:Rainff:Rainfall rate (Forcing) [kg/m2/s]
64:Snowff:Snowfall rate (Forcing) [kg/m2/s]
11:Tairf:Air Temperature (Forcing) [K]
51:Qairf:Specific Humidity (Forcing) [kg/kg]
1:PSurff:Surface pressure (Forcing) [Pa]
204:SWDNf:Surface incident shortwave radiation [W/m2]
205:LWDNf:Surface incident longwave radiation [W/m]
32:Windf:Wind Speed (Forcing) [m/s]
