-1:85:0:1
0:VAR0:undefined
8:ALTITUDE:Geometrical height [m]
62:PRLGE:Large scale precipitation water  [kg m-2]
63:PRLCV:Convective precipitation water  [kg m-2]
128:EAZSOL:Anal error std dev for Z at soil level [kg m-1 s-2]
129:EPZSOL:Guess error std dev for Z at soil level [kg m-1 s-2]
130:USTR:U-component of time-integrated stress [W m-2]
131:VSTR:V-component of time-integrated stress [W m-2]
132:TPWCLS:Pseudo-adiabtemp in surface boundarylayer [K]
133:FLP:Flight-level using ICAO standard pressure [Ft]
134:CAT:Clear air turbulence [kg m-1 s-3]
135:AIR_CS:Caesium pollutant concentration in air [m-3]
136:SOL_CS:Caesium pollutant soil deposit [m-2]
137:AIR_IO:Iode pollutant concentration in air [m-3]
138:SOL_IO:Iode pollutant soil deposit [m-2]
139:AIR_RAD:Radiative pollutant concentration in air [m-3]
140:SOL_RAD:Radiative pollutant soil deposit [m-2]
141:AIR_CHIM:Chemical pollutant concentration in air [m-3]
142:SOL_CHIM:Chemical pollutant soil deposit [m-2]
143:AIR_PASS:Passive tracer concentration in air [m-3]
144:AIR_VOLCAN:Volcanic pollutant concentration in air [m-3]
145:SOL_VOLCAN:Volcanic pollutant soil deposit [m-2]
149:TP:Potential vorticity [K m2 kg-1 s-1]
150:EAU:Total water-type precipitation [kg m-2]
151:BILANHY:Hydric balance [kg m-2]
152:RESERV_GLAC:Ice content [kg m-2]
153:RESERV_LIQU:Water content [kg m-2]
154:GIVRAGE:Freezing risk index [g kg-1]
155:GIVRAGE_VV:Freezing risk index as regards vert veloc [g kg-1]
156:PREC_CONVEC:Convective precipitation all types  [kg m-2]
157:PREC_GDE_ECH:Large-scale precipitation all types  [kg m-2]
158:FLLUNAIRE_D:Downwards lunar radiation flux surface  [kg m-1 s-3]
200:MWD:Mean wave direction [degrees]
201:MWP:Mean wave period [s]
202:SHPS:Significant height of primary swell [m]
203:SHSS:Significant height of secondary swell [m]
204:PP1D:Peak period of 1-dimensional wave spectra [s]
255:VAR255:undefined
