-1:221:221:1
111:SWnet:Net Shortwave Radiation [W/m^2]
112:LWnet:Net Longwave Radiation [W/m^2]
121:Qle:Latent Heat Flux [W/m^2]
122:Qh:Sensible Heat Flux [W/m^2]
155:Qg:Ground Heat Flux [W/m^2]
131:Snowf:Snowfall rate [kg/m^2/s]
132:Rainf:Rainfall rate [kg/m^2/s]
57:Evap:Total Evapotranspiration [kg/m^2/s]
235:Qs:Surface Runoff [kg/m^2/s]
234:Qsb:Subsurface Runoff [kg/m^2/s]
99:Qsm:Snowmelt [kg/m^2/s]
68:DelSoilMoist:Change in soil moisture [kg/m^2]
78:DelSWE:Change in snow water equivalent [kg/m^2]
138:AvgSurfT:Average Surface Temperature [K]
84:Albedo:Surface Albedo All Wavelengths []
65:SWE:Snow Water Equivalent [kg/m^2]
#85:SoilTemp1:Average layer 1 soil temperature [K]
#85:SoilTemp2:Average layer 2 soil temperature [K]
#85:SoilTemp3:Average layer 3 soil temperature [K]
#85:SoilTemp4:Average layer 4 soil temperature [K]
85:SoilTemp:Average layer soil temperature [K]
#86:SoilMoist1:Average layer 1 soil moisture [kg/m^2]
#86:SoilMoist2:Average layer 2 soil moisture [kg/m^2]
#86:SoilMoist3:Average layer 3 soil moisture [kg/m^2]
#86:SoilMoist4:Average layer 4 soil moisture [kg/m^2]
86:SoilMoist:Average layer soil moisture [kg/m^2]
207:SoilWet:Total Soil Wetness []
200:ECanop:Interception evaporation [kg/m^2/s]
210:TVeg:Vegetation transpiration [kg/m^2/s]
199:ESoil:Bare soil evaporation [kg/m^2/s]
70:RootMoist:Root zone soil moisture [kg/m^2]
71:Canopint:Total canopy water storage [kg/m^2]
32:Wind:Near surface wind magnitude [m/s]
59:Rainfforc:Rainfall rate [kg/m^2/s]
64:Snowfforc:Snowfall rate [kg/m^2/s]
11:Tair:Near surface air temperature [K]
51:Qair:Near surface specific humidity [kg/kg]
1:PSurf:Surface pressure [Pa]
204:SWdown:Surface incident shortwave radiation [W/m^2]
205:LWdown:Surface incident longwave radiation [W/m^2]
