-1:7:12:130
179:ACONDsfc:Aerodynamic conductance [m/s]
63:ACPCPsfc:Convective precipitation hourly total [kg/m^2]
61:APCPsfc:Precipitation hourly total [kg/m^2]
157:CAPE180_0mb:N180-0 mb above ground Convective Available Potential Energy [J/kg]
153:CONVfracsfc:Fraction of total precipitation that is convective [unitless]
205:DLWRFsfc:LW radiation flux downwards (surface) [W/m^2]
204:DSWRFsfc:SW radiation flux downwards (surface) [W/m^2]
7:HGT:Geopotential height [gpm]
228:PEVAPsfc:Potential evaporation [kg/m^2]
1:PRESsfc:Pressure [Pa]
51:SPFH2m:N2-m above ground Specific humidity [kg/kg]
11:TMP2m:N2-m above ground Temperature [K]
33:UGRD10m:N10-m above ground Zonal wind speed [m/s]
34:VGRD10m:N10-m above ground Meridional wind speed [m/s]
