# NCEP Table Version 130
# http://www.nco.ncep.noaa.gov/pmb/docs/on388/table2.html
144:SOILW:Volumetric soil moisture (frozen + liquid) [fraction]
145:PEVPR:Potential latent heat flux (potential evaporation) [W/m2]
146:VEGT:Vegetation canopy temperature [K]
147:BARET:Bare soil surface skin temperature [K]
148:AVSFT:Average surface skin temperature [K]
149:RADT:Effective radiative skin temperature [K]
150:SSTOR:Surface water storage [kg/m2]
151:LSOIL:Liquid soil moisture content (non-frozen) [kg/m2]
152:EWATR:Open water evaporation (standing water) [W/m2]
154:LSPA:Land Surface Precipitation Accumulation (LSPA) [kg/m2]
155:GFLUX:Ground Heat Flux [W/m2]
156:CIN:Convective inhibition (CIN) [J/kg]
157:CAPE:Convective available potential energy (CAPE) [J/kg]
158:TKE:Turbulent Kinetic Energy [J/kg]
159:MXSALB:Maximum snow albedo [%]
160:SOILL:Liquid volumetric soil moisture (non-frozen) [fraction]
161:ASNOW:Frozen precipitation (e.g. snowfall) [kg/m2]
162:ARAIN:Liquid precipitation (rainfall) [kg/m2]
163:GWREC:Groundwater recharge [kg/m2]
164:QREC:Flood plain recharge [kg/m2]
165:SNOWT:Snow temperature, depth-avg [K]
166:VBDSF:Visible beam downward solar flux [W/m2]
167:VDDSF:Visible diffuse downward solar flux [W/m2]
168:NBDSF:Near IR beam downward solar flux [W/m2]
169:NDDSF:Near IR diffuse downward solar flux [W/m2]
170:SNFALB:Snow-free albedo [%]
171:RLYRS>:Number of soil layers in root zone [non-dim]
172:M FLX:Momentum flux [N/m2]
176:NLAT:Latitude (-90 to +90) [deg]
177:ELON:East longitude (0-360) [deg]
178:FLDCAP:Field Capacity (soil moisture) [fraction]
179:ACOND:Aerodynamic conductance [m/s]
180:SNOAG:Snow age [s]
181:CCOND:Canopy conductance [m/s]
182:LAI:Leaf area index (0-9) [non-dim]
183:SFCRH:Roughness length for heat [m]
184:SALBD:Snow albedo (over snow cover area only) [%]
187:NDVI:Normalized Difference Vegetation Index (NDVI) [non-dim]
188:DRIP:Canopy drip [kg/m2]
189:VBSALB:Visible, Black Sky Albedo [%]
190:VWSALB:Visible, White Sky Albedo [%]
191:NBSALB:Near IR, Black Sky Albedo [%]
192:NWSALB:Near IR, White Sky Albedo [%]
193:FRZR:Freezing Rain [kg/m2]
194:FROZR:Frozen Rain [kg/m2]
195:TSNOW:Total Snow [kg/m2]
196:MTERH:Model Terrain Height [m]
198:SBSNO:Sublimation (evaporation from snow) [W/m2]
199:EVBS:Direct evaporation from bare soil [W/m2]
200:EVCW:Canopy water evaporation [W/m2]
201:VTCIN:Virtual Temperature Based Convective Inhibition [J/Kg]
202:VTCAPE:Virtual Temperature Based Convective Available Potential Energy [J/Kg]
203:RSMIN:Minimal stomatal resistance [s/m]
204:DSWRF:Downward shortwave radiation flux [W/m2]
205:DLWRF:Downward longwave radiation flux [W/m2]
206:VIL:Vertically Integrated Liquid [kg m-2]
207:MSTAV:Moisture availability [%]
208:SFEXC:Exchange coefficient [(kg/m3)(m/s)]
210:TRANS:Transpiration [W/m2]
211:USWRF:Upward short wave radiation flux [W/m2]
212:ULWRF:Upward long wave radiation flux [W/m2]
219:WILT:Wilting point [fraction]
220:FLDCP:Field Capacity [fraction]
221:HPBL:Planetary boundary layer height [m]
222:SLTYP:Surface slope type [Index]
223:CNWAT:Plant canopy surface water [kg/m2]
224:SOTYP:Soil type [Index (0-9)]
225:VGTYP:Vegetation type [Index (0-13)]
226:BMIXL:Blackadar's mixing length scale [m]
227:AMIXL:Asymptotic mixing length scale [m]
228:PEVAP:Potential evaporation [kg/m2]
229:SNOHF:Snow phase-change heat flux [W/m2]
230:SMREF:Transpiration stress-onset (soil moisture) [fraction]
231:SMDRY:Direct evaporation cease (soil moisture) [fraction]
234:BGRUN:Subsurface runoff (baseflow) [kg/m2]
235:SSRUN:Surface runoff (non-infiltrating) [kg/m2]
238:SNOWC:Snow cover [%]
239:SNOT:Snow temperature [K]
240:POROS:Soil porosity [fraction]
241:SBT112:Simulated Brightness Temperature for GOES11, Channel 2 [K]
242:SBT113:Simulated Brightness Temperature for GOES11, Channel 3 [K]
243:SBT114:Simulated Brightness Temperature for GOES11, Channel 4 [K]
244:SBT115:Simulated Brightness Temperature for GOES11, Channel 5 [K]
246:RCS:Solar parameter in canopy conductance [fraction]
247:RCT:Temperature parameter in canopy conductance [fraction]
248:RCQ:Humidity parameter in canopy conductance [fraction]
249:RCSOL:Soil moisture parameter in canopy conductance [fraction]
252:CD:Surface drag coefficient [non-dim]
253:FRICV:Surface friction velocity [m/s]
254:RI:Richardson number [non-dim]
255::Missing []
