# NCEP Table Version 131
# http://www.nco.ncep.noaa.gov/pmb/docs/on388/table2.html
128:MSLSA:Mean sea level pressure (Std Atm) [Pa]
130:MSLET:Mean sea level pressure (ETA model) [Pa]
131:LFTX:Surface lifted index [K]
132:4LFTX:Best (4-layer) lifted index [K]
134:PRESN:Pressure (nearest grid point) [Pa]
135:MCONV:Horizontal moisture divergence [kg/kg/s]
136:VWSH:Vertical speed shear [l/s]
139:PVMWW:Potential vorticity (mass-weighted) [1/s/m]
140:CRAIN:Categorical rain [yes=1; no=0] []
141:CFRZR:Categorical freezing rain [yes=1; no=0] []
142:CICEP:Categorical ice pellets [yes=1; no=0] []
143:CSNOW:Categorical snow [yes=1; no=0] []
144:SOILW:Volumetric soil moisture (frozen + liquid) [fraction]
145:PEVPR:Potential evaporation rate [W/m2]
146:VEGT:Vegetation canopy temperature [K]
147:BARET:Bare soil surface skin temperature [K]
148:AVSFT:Average surface skin temperature [K]
149:RADT:Effective radiative skin temperature [K]
150:SSTOR:Surface water storage [kg/m2]
151:LSOIL:Liquid soil moisture content (non-frozen) [kg/m2]
152:EWATR:Open water evaporation (standing water) [W/m2]
153:CLWMR:Cloud water [kg/kg]
155:GFLUX:Ground Heat Flux [W/m2]
156:CIN:Convective inhibition [J/kg]
157:CAPE:Convective available potential energy [J/kg]
158:TKE:Turbulent Kinetic Energy [J/kg]
159:MXSALB:Maximum snow albedo [%]
160:SOILL:Liquid volumetric soil moisture (non-frozen) [fraction]
161:ASNOW:Frozen precipitation (e.g. snowfall) [kg/m2]
162:ARAIN:Liquid precipitation (rainfall) [kg/m2]
163:GWREC:Groundwater recharge [kg/m2]
164:QREC:Flood plain recharge [kg/m2]
165:SNOWT:Snow temperature, depth-avg [K]
166:VBDSF:Visible beam downward solar flux [W/m2]
167:VDDSF:Visible diffuse downward solar flux [W/m2]
168:NBDSF:Near IR beam downward solar flux [W/m2]
169:NDDSF:Near IR diffuse downward solar flux [W/m2]
170:SNFALB:Snow-free albedo [%]
171:RLYRS:Number of soil layers in root zone [non-dim]
172:M FLX:Momentum flux [N/m2]
173:LMH:Mass point model surface [non-dim]
174:LMV:Velocity point model surface [non-dim]
175:MLYNO:Model layer number (from bottom up) [non-dim]
176:NLAT:Latitude (-90 to +90) [deg]
177:ELON:East longitude (0-360) [deg]
178:ICMR:Ice mixing ratio [kg/kg]
179:ACOND:Aerodynamic conductance [m/s]
180:SNOAG:Snow age [s]
181:CCOND:Canopy conductance [m/s]
182:LAI:Leaf area index (0-9) [non-dim]
183:SFCRH:Roughness length for heat [m]
184:SALBD:Snow albedo (over snow cover area only) [%]
187:NDVI:Normalized Difference Vegetation Index [non-dim]
188:DRIP:Rate of water dropping from canopy to gnd [kg/m2]
189:LANDN:Land-sea coverage (nearest neighbor) [land=1, sea=0] [non-dim]
190:HLCY:Storm relative helicity [m2/s2]
191:NLATN:Latitude (nearest neighbor) (-90 to +90) [deg]
192:ELONN:East longitude (nearest neighbor) (0-360) [deg]
194:CPOFP:Prob. of frozen precipitation [%]
196:USTM:u-component of storm motion [m/s]
197:VSTM:v-component of storm motion [m/s]
198:SBSNO:Sublimation (evaporation from snow) [W/m2]
199:EVBS:Direct evaporation from bare soil [W/m2]
200:EVCW:Canopy water evaporation [W/m2]
202:APCPN:Total precipitation (nearest grid point) [kg/m2]
203:RSMIN:Minimal stomatal resistance [s/m]
204:DSWRF:Downward shortwave radiation flux [W/m2]
205:DLWRF:Downward longwave radiation flux [W/m2]
206:ACPCPN:Convective precipitation (nearest grid point) [kg/m2]
207:MSTAV:Moisture availability [%]
208:SFEXC:Exchange coefficient [(kg/m3)(m/s)]
210:TRANS:Transpiration [W/m2]
211:USWRF:Upward short wave radiation flux [W/m2]
212:ULWRF:Upward long wave radiation flux [W/m2]
213:CDLYR:Non -convective cloud [%]
214:CPRAT:Convective precip. rate [kg/m2/s]
216:TTRAD:Temperature tendency by all radiation [K/s]
218:HGTN:Geopotential Height (nearest grid point) [gpm]
219:WILT:Wilting point [fraction]
220:FLDCP:Field Capacity [fraction]
221:HPBL:Planetary boundary layer height [m]
222:SLTYP:Surface slope type [index]
223:CNWAT:Plant canopy surface water [kg/m2]
224:SOTYP:Soil type [index]
225:VGTYP:Vegetation type [index]
226:BMIXL:Blackadars mixing length scale [m]
227:AMIXL:Asymptotic mixing length scale [m]
228:PEVAP:Potential evaporation [kg/m2]
229:SNOHF:Snow phase-change heat flux [W/m2]
230:SMREF:Transpiration stress-onset (soil moisture) [fraction]
231:SMDRY:Direct evaporation cease (soil moisture) [fraction]
232:WVINC:water vapor added by precip assimilation [kg/m2]
233:WCINC:water condensate added by precip assimilation [kg/m2]
234:BGRUN:Subsurface runoff (baseflow) [kg/m2]
235:SSRUN:Surface runoff (non-infiltrating) [kg/m2]
237:WVCONV:Water vapor flux convergence (vertical int) [kg/m2]
238:SNOWC:Snow cover [%]
239:SNOT:Snow temperature [K]
240:POROS:Soil porosity [fraction]
241:WCCONV:Water condensate flux convergence (vertical int) [kg/m2]
242:WVUFLX:Water vapor zonal flux (vertical int) [kg/m]
243:WVVFLX:Water vapor meridional flux (vertical int) [kg/m]
244:WCUFLX:Water condensate zonal flux (vertical int) [kg/m]
245:WCVFLX:Water condensate meridional flux (vertical int) [kg/m]
246:RCS:Solar parameter in canopy conductance [fraction]
247:RCT:Temperature parameter in canopy conductance [fraction]
248:RCQ:Humidity parameter in canopy conductance [fraction]
249:RCSOL:Soil moisture parameter in canopy conductance [fraction]
250:SWHR:Solar radiative heating rate [K/s]
251:LWHR:Longwave radiative heating rate [K/s]
252:CD:Surface drag coefficient [non-dim]
253:FRICV:Surface friction velocity [m/s]
254:RI:Richardson number [non-dim]
255::Missing []
