# General information about radar product
 3;01;192;  3;01;011
  ;  ;   ;  3;01;012
  ;  ;   ;  3;01;023
  ;  ;   ;  3;01;023
  ;  ;   ;  3;01;023
  ;  ;   ;  3;01;023
  ;  ;   ;  0;29;201
  ;  ;   ;  0;05;002
  ;  ;   ;  0;06;002
  ;  ;   ;  0;05;033
  ;  ;   ;  0;06;033
  ;  ;   ;  0;30;021
  ;  ;   ;  0;30;022
# Projection information
 3;01;193;  0;29;199
  ;  ;   ;  0;29;200
  ;  ;   ;  0;29;193
  ;  ;   ;  0;29;194
  ;  ;   ;  0;29;195
  ;  ;   ;  0;29;196
  ;  ;   ;  0;29;197
  ;  ;   ;  0;29;198
# General information about radar product (high resolution)
 3;01;194;  3;01;011
  ;  ;   ;  3;01;012
  ;  ;   ;  3;01;021
  ;  ;   ;  3;01;021
  ;  ;   ;  3;01;021
  ;  ;   ;  3;01;021
  ;  ;   ;  0;29;201
  ;  ;   ;  0;05;001
  ;  ;   ;  0;06;001
  ;  ;   ;  0;07;001
  ;  ;   ;  0;05;033
  ;  ;   ;  0;06;033
  ;  ;   ;  0;30;021
  ;  ;   ;  0;30;022
# Heights of side view
 3;13;192;  1;01;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;10;007
# 4 bit per pixel radar images (top view)
 3;21;192;  1;10;000
  ;  ;   ;  0;31;002
  ;  ;   ;  0;05;031
  ;  ;   ;  1;07;000
  ;  ;   ;  0;31;001
  ;  ;   ;  1;02;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;31;012
  ;  ;   ;  0;30;001
  ;  ;   ;  1;01;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;30;001
# 8 bit per pixel radar images (top view)
 3;21;193;  1;10;000
  ;  ;   ;  0;31;002
  ;  ;   ;  0;05;031
  ;  ;   ;  1;07;000
  ;  ;   ;  0;31;001
  ;  ;   ;  1;02;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;31;012
  ;  ;   ;  0;30;002
  ;  ;   ;  1;01;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;30;002
# 4 bit per pixel radar image (north-south view)
 3;21;194;  1;10;000
  ;  ;   ;  0;31;002
  ;  ;   ;  0;05;031
  ;  ;   ;  1;07;000
  ;  ;   ;  0;31;001
  ;  ;   ;  1;02;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;31;012
  ;  ;   ;  0;30;001
  ;  ;   ;  1;01;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;30;001
# 8 bit per pixel radar image (north-south view)
 3;21;195;  1;10;000
  ;  ;   ;  0;31;002
  ;  ;   ;  0;05;031
  ;  ;   ;  1;07;000
  ;  ;   ;  0;31;001
  ;  ;   ;  1;02;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;31;012
  ;  ;   ;  0;30;002
  ;  ;   ;  1;01;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;30;002
# 4 bit per pixel radar image (east-west view)
 3;21;196;  1;10;000
  ;  ;   ;  0;31;002
  ;  ;   ;  0;05;031
  ;  ;   ;  1;07;000
  ;  ;   ;  0;31;001
  ;  ;   ;  1;02;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;31;012
  ;  ;   ;  0;30;001
  ;  ;   ;  1;01;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;30;001
# 8 bit per pixel radar image (east-west view)
 3;21;197;  1;10;000
  ;  ;   ;  0;31;002
  ;  ;   ;  0;05;031
  ;  ;   ;  1;07;000
  ;  ;   ;  0;31;001
  ;  ;   ;  1;02;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;31;012
  ;  ;   ;  0;30;002
  ;  ;   ;  1;01;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;30;002
# Rain accumulation product
 3;21;198;  1;03;000
  ;  ;   ;  0;31;002
  ;  ;   ;  1;01;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;13;016
# Polar reflectivity data for a given elevation
 3;21;199;  1;10;000
  ;  ;   ;  0;31;001
  ;  ;   ;  3;01;013
  ;  ;   ;  0;02;134
  ;  ;   ;  0;02;135
  ;  ;   ;  3;21;006
  ;  ;   ;  0;21;201
  ;  ;   ;  0;21;202
  ;  ;   ;  0;02;193
  ;  ;   ;  0;30;194
  ;  ;   ;  0;30;195
  ;  ;   ;  3;21;193
# Compressed rainfall accumulation data
 3;21;200;  1;10;000
  ;  ;   ;  0;31;002
  ;  ;   ;  0;05;031
  ;  ;   ;  1;07;000
  ;  ;   ;  0;31;001
  ;  ;   ;  1;02;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;31;012
  ;  ;   ;  0;13;011
  ;  ;   ;  1;01;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;13;011
# Polar radial wind data for a given elevation
 3;21;201;  1;10;000
  ;  ;   ;  0;31;001
  ;  ;   ;  3;01;013
  ;  ;   ;  0;02;134
  ;  ;   ;  0;02;135
  ;  ;   ;  3;21;006
  ;  ;   ;  0;21;201
  ;  ;   ;  0;21;202
  ;  ;   ;  0;02;193
  ;  ;   ;  0;30;194
  ;  ;   ;  0;30;195
  ;  ;   ;  3;21;202
# Compressed radial wind data array
 3;21;202;  1;10;000
  ;  ;   ;  0;31;002
  ;  ;   ;  0;05;031
  ;  ;   ;  1;07;000
  ;  ;   ;  0;31;001
  ;  ;   ;  1;02;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;31;012
  ;  ;   ;  0;21;014
  ;  ;   ;  1;01;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;21;014
# ODIM polar volume mandatory content
 3;21;203;  1;12;000
  ;  ;   ;  0;31;001
  ;  ;   ;  3;21;205
  ;  ;   ;  0;30;196
  ;  ;   ;  0;02;135
  ;  ;   ;  0;30;194
  ;  ;   ;  0;21;201
  ;  ;   ;  0;21;203
  ;  ;   ;  0;30;195
  ;  ;   ;  0;02;134
  ;  ;   ;  1;02;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;30;196
  ;  ;   ;  3;21;206
# ODIM additional station identifiers
 3;21;204;  1;02;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;01;192
  ;  ;   ;  0;01;193
# ODIM times stamps
 3;21;205;  1;02;002
  ;  ;   ;  3;01;011
  ;  ;   ;  3;01;013
# ODIM compressed array
 3;21;206;  0;30;197
  ;  ;   ;  1;03;000
  ;  ;   ;  0;31;002
  ;  ;   ;  1;01;000
  ;  ;   ;  0;31;002
  ;  ;   ;  0;30;198
# List of radars included in a composite
 3;21;250;  1;04;000
  ;  ;   ;  0;31;001
  ;  ;   ;  0;01;001
  ;  ;   ;  0;01;002
  ;  ;   ;  0;31;031
  ;  ;   ;  0;33;003
