-1:1:0:228
0:var0:undefined
17:dewpt:dew point [K]
47:av_sfc_sw_dif:average surface shortwave diffuse radiation flux [W m-2]
57:accum_evap:accumulated evaporation [kg m-2]
58:accum_evap_sea:accumulated evaporation over open sea [kg m-2]
61:accum_prcp:accumulated precipitation [kg m-2]
115:av_sfc_sw_dir:average surface shortwave direct radiation flux [W m-2]
126:fric_vel:friction velocity [m s-1]
133:spec_hum:specific humidity [kg kg-1]
134:vertical_wnd:vertical velocity [m s-1]
139:height_rho:height U/V or rho surface [m]
142:accum_ls_prcp:accumulative large scale precipitation [kg m-2]
143:accum_conv_prcp:accumulative convective precipitation [kg m-2]
156:topog:topography height [m]
172:lnd_mask:land mask []
200:av_temp_scrn:average screen level air temperature [K]
202:av_mslp:average mean sea level pressure [Pa]
211:av_netswsfc:average net shortwave radiation at surface [W m-2]
212:av_netlwsfc:average net longwave radiation at surface [W m-2]
213:av_lwsfcdown:average downwards longwave radiation at the surface [W m-2]
214:av_swsfcdown:average downwards shortwave radiation at the surface [W m-2]
215:av_olr:average outgoing longwave radiation [W m-2]
216:av_swirrtop:average incoming shortwave radiation flux [W m-2]
217:av_ttl_cld:average total cloud coverage []
221:av_lat_hflx:average surface latent heat flux [W m-2]
222:av_sens_hflx:average surface sensible heat flux [W m-2]
224:av_uwnd_strs:average surface zonal wind stress [N m-2]
225:av_vwnd_strs:average surface meridional wind stress [N m-2]
233:av10u:average zonal wind at 10m [m s-1]
234:av10v:average meridional wind at 10m [m s-1]
239:accum_conv_snow:accumulative convective snowfall [kg m-2]
240:accum_ls_snow:accumulative large scale snowfall [kg m-2]
253:av_qsair_scrn:average screen level specific humidit [kg kg-1]
255:var255:undefined
